V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apples,Q2_4_blueberries,Q2_4_feijoas,Q2_4_rambutan,Q2_4_loquat,Q2_4_peaches,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q3_8,Q3_8_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_iron,Q7_1_vitC,Q7_1_potassium,Q7_1_calcium,Q7_1_vitD,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q9_2_1,Q9_2_2,Q9_2_3,Q9_2_4,Q9_2_5,Q9_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_8_TEXT,Q11_9,Q11_10_1,Q11_10_2,Q11_10_3,Q11_10_4,Q11_10_5,Q11_10_6,Q11_10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_8JkdFnMHEKQ2VQ9,Default Response Set,Anonymous,,,70.176.128.22,0,02MAY16:23:42:00,02MAY16:23:54:00,1,200121,2,0,1,0,1,0,,,,0,0,1,0,2,1,1,1,1,2,5,5,5,2,9,,5,5,6,4,6,3,3,5,3,2,3,5,6,5,4,2,7,5,4,5,5,4,3,3,3,4,2,2,5,3,6,2,5,7,5,6,3,5,2,1,,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,1,1,1,1,1,5,0,0,0,0,0,0,2,2,3,3,3,2,2,2,7,4,2,3,4,2,,2,1,,,,,,,32.2131958,-110.8872986,-1,4,5,3,2,4,5,51,2,5,19,65,22,-1.90888,-0.00505771,-3.41476,1.0689,-0.632804471,-0.001676659,-1.132012173,0.35434637,0,0,0,0,1
R_50H7T6DdGmKCywZ,Default Response Set,Anonymous,,,71.80.153.51,0,03MAY16:00:44:00,03MAY16:00:52:00,1,200131,2,0,1,0,1,0,,,,0,0,,0,4,2,1,1,1,4,5,5,5,3,9,,5,5,5,3,7,5,3,5,4,5,5,7,4,4,5,5,5,5,3,7,5,5,6,3,2,3,6,6,5,7,5,2,4,5,6,2,3,5,6,1,,5,us bank,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,2,2,2,1,1,1,1,4,3,3,3,3,3,3,2,2,2,2,2,2,2,1,3,1,0,38,14,4,,2,1,,,,,,,46.21310425,-119.1681976,-1,5,5,3,4,5,5,59,6,6,28,74,34,-1.91564,0.0838388,-2.17389,0.789547,-0.635045449,0.027793034,-0.720656779,0.261739277,0,0,0,0,1
R_9tpjwD7tEQd2EkZ,Default Response Set,Anonymous,,,75.131.45.180,0,03MAY16:03:51:00,03MAY16:03:55:00,1,200160,2,0,1,0,,0,,,,0,0,,1,5,1,1,1,1,3,5,5,5,1,9,,4,5,4,5,7,5,4,4,4,4,4,6,4,4,4,4,5,4,4,7,6,6,6,5,2,4,4,3,4,5,4,2,5,5,3,1,4,5,4,1,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,1,1,2,1,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,2,6,1,2,1,44,21,4,,2,1,,,,,,,35.81880188,-84.23100281,-1,3,4,4,4,4,3,50,7,6,26,67,31,-3.00883,-1.20663,-3.20308,2.00547,-0.997444092,-0.400004641,-1.061839061,0.6648246,0,0,0,0,1
R_bgcYTBmE97DbETb,Default Response Set,Anonymous,,,64.130.188.26,0,03MAY16:04:59:00,03MAY16:05:08:00,1,200173,2,0,1,0,,0,,,,0,0,,1,8,3,1,1,2,2,5,5,5,1,9,,6,7,5,3,7,3,2,2,6,7,3,7,2,7,7,7,7,4,2,7,7,5,7,2,3,7,4,2,7,6,6,2,6,6,6,2,2,4,3,1,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,3,1,1,1,2,3,1,3,4,4,5,4,6,6,4,3,3,4,4,4,2,5,1,1,0,18,51,2,,2,1,,,,,,,36.93760681,-85.94629669,-1,5,6,6,6,6,6,83,6,5,22,75,34,-3.84847,-2.49199,-3.61749,-0.261111,-1.275789481,-0.826108721,-1.19921831,-0.086559767,0,0,0,0,1
R_8JiSJeSHJx999id,Default Response Set,Anonymous,,,75.132.207.31,0,03MAY16:05:27:00,03MAY16:05:33:00,1,200179,2,0,1,0,,0,,,,0,0,,1,8,4,1,4,4,5,5,5,5,5,9,,6,7,7,3,4,7,1,3,5,6,6,1,2,5,5,5,6,3,1,4,6,7,4,2,4,6,7,6,5,1,5,2,6,7,5,4,6,4,3,7,w,5,bank,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,1,5,2,1,0,14,59,4,,2,1,,,,,,,38.59739685,-90.00710297,-1,5,7,5,6,7,6,73,4,4,18,94,14,-3.78543,-2.4577,-2.40299,-2.84794,-1.254891366,-0.814741392,-0.796604719,-0.94410815,0,0,0,0,1
R_8pHQDNgXp2Peyjj,Default Response Set,Anonymous,,,170.98.106.254,0,03MAY16:06:31:00,03MAY16:06:57:00,1,200196,2,0,1,0,,0,,,,0,0,,1,8,1,1,1,2,1,5,5,5,2,9,,6,5,6,3,5,6,2,2,2,5,6,5,3,4,6,6,6,6,2,5,6,6,5,5,1,7,2,3,7,3,7,2,6,7,3,1,2,7,7,1,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,3,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,5,3,1,34,52,2,,2,1,,,,,,,36.00790405,-80.36969757,-1,5,6,6,5,6,3,73,7,7,34,72,23,-2.86967,-4.3655,-2.12452,1.19759,-0.951311768,-1.447187838,-0.704290346,0.39700783,0,0,0,0,1
R_b9g0dHaXFbTfgIR,Default Response Set,Anonymous,,,73.108.14.56,0,03MAY16:07:51:00,03MAY16:08:00:00,1,200225,2,0,1,0,,0,,,,0,0,,1,8,2,1,1,1,1,5,2,5,3,9,,2,5,5,5,6,5,3,4,4,4,4,5,4,3,4,4,6,5,5,6,5,4,5,5,2,4,4,2,4,5,4,2,6,6,4,2,2,6,6,1,,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,3,3,1,3,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,3,2,1,45,54,2,,2,1,,,,,,,35.99659729,-84.87380219,-1,3,5,4,4,3,3,49,6,6,29,64,27,-4.19416,-4.84488,-3.48938,-0.917102,-1.390387663,-1.606105008,-1.156749123,-0.304024478,0,0,0,0,1
R_8oY1WIJb728Ovcx,Default Response Set,Anonymous,,,168.216.130.180,0,03MAY16:09:42:00,03MAY16:09:50:00,1,200241,2,0,1,0,1,0,,,,0,0,,0,5,2,3,1,2,1,5,5,5,4,9,,4,4,3,4,6,4,3,4,5,4,5,4,4,3,4,5,7,4,3,6,3,4,3,3,4,4,4,3,5,2,5,2,4,5,3,3,5,5,5,1,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,3,1,2,1,1,1,5,0,0,0,0,0,0,3,5,4,3,3,3,2,1,5,3,2,50,25,5,,2,1,,,,,,,39.45620728,-77.96389771,-1,4,5,4,4,5,5,57,5,4,23,63,21,-2.09086,-0.751369,-2.54478,1.07757,-0.693131866,-0.249083055,-0.843608903,0.357220524,0,0,0,0,1
R_4MIRirPBzhJENNz,Default Response Set,Anonymous,,,199.115.116.111,0,03MAY16:09:50:00,03MAY16:10:07:00,1,200250,2,0,1,0,,0,,,,0,0,,1,5,1,1,2,2,2,5,5,5,2,9,,7,7,1,6,7,7,5,5,7,5,3,6,6,2,4,1,7,7,4,7,7,7,6,7,1,5,2,1,4,5,5,2,5,7,3,1,1,7,7,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,3,2,1,3,1,2,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,4,3,10,21,5,,2,1,,,,,,,38.79319763,-77.53659821,-1,2,3,3,2,4,1,41,7,7,35,72,31,-4.51649,1.43036,-3.48489,-0.301455,-1.497241873,0.474172396,-1.155260663,-0.09993403,0,0,0,0,1
R_41TJbsE4EidOwcd,Default Response Set,Anonymous,,,50.117.77.50,0,03MAY16:09:59:00,03MAY16:10:31:00,1,200259,2,0,1,0,,0,,,,0,0,,1,5,1,1,1,1,5,5,5,5,5,9,,6,6,2,7,7,7,7,6,4,1,4,1,7,1,3,1,7,7,7,0,6,5,5,7,3,1,2,1,1,5,1,2,3,1,1,1,6,7,7,3,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,1,1,1,2,2,2,1,3,4,3,4,4,3,4,2,2,2,2,1,2,1,1,6,6,5,19,20,4,,2,1,,,,,,,29.96629333,-90.0617981,-1,1,1,2,1,1,1,16,7,5,33,61,18,-3.5221,-3.99596,-1.51532,1.49379,-1.167595987,-1.324683246,-0.502337115,0.495199798,0,0,0,0,1
R_1GJo1rDTyQfO3PL,Default Response Set,Anonymous,,,130.212.181.69,0,03MAY16:10:48:00,03MAY16:10:54:00,1,200276,2,0,1,0,1,0,,,,0,0,,0,5,2,3,3,2,2,5,5,5,3,9,,6,6,6,1,4,7,1,6,6,1,7,4,2,5,5,6,6,4,1,4,5,5,6,5,2,5,7,7,1,3,5,2,6,6,7,4,3,6,3,2,,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,1,1,2,2,2,2,2,7,7,7,7,5,7,2,1,4,3,3,2,2,1,6,2,1,5,24,4,,1,0,,,1,,,,37.7230072,-122.4841995,-1,7,7,2,6,7,3,60,4,6,23,90,21,-4.41687,-1.03926,-1.16044,1.44993,-1.464217282,-0.344520543,-0.384692396,0.480659961,0,0,0,0,1
R_0pwAY57hOZVCeqN,Default Response Set,Anonymous,,,98.125.227.150,0,03MAY16:10:55:00,03MAY16:11:11:00,1,200291,2,0,1,0,,0,,,,0,0,,1,8,2,1,2,2,4,5,5,5,3,9,,5,5,3,5,5,4,4,5,5,5,3,3,5,4,3,5,7,7,5,3,5,5,7,5,3,5,4,3,4,5,4,2,5,7,4,1,3,5,5,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,1,2,1,2,1,1,1,5,0,0,0,0,0,0,1,1,4,3,3,1,1,5,1,2,1,38,67,2,,2,1,,,,,,,47.81730652,-122.530304,-1,3,4,3,3,3,3,49,7,5,29,68,23,-1.31556,-1.8721,-1.46006,0.300555,-0.43611555,-0.620611694,-0.484018113,0.099635675,0,0,0,0,1
R_8nXDuN7sSBuQ6y1,Default Response Set,Anonymous,,,50.129.169.138,0,03MAY16:11:10:00,03MAY16:11:16:00,1,200318,2,0,1,0,,0,,,,0,0,,1,6,2,1,1,3,4,5,5,5,2,9,,4,3,7,4,7,3,4,4,5,4,3,7,4,4,4,4,6,5,4,7,4,4,6,4,2,4,7,2,4,2,4,2,4,6,5,4,3,5,4,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,2,1,2,1,1,1,3,4,4,4,4,4,4,3,3,4,4,4,3,1,5,4,2,1,14,35,3,,2,0,,,,1,,,41.9618988,-87.94730377,-1,4,4,4,4,4,4,52,4,6,24,66,29,-2.49321,-0.755612,-1.75022,1.37733,-0.826513157,-0.250489634,-0.580207788,0.456592653,0,0,0,0,1
R_4U9z6QbNBQ1CB37,Default Response Set,Anonymous,,,97.93.70.19,0,03MAY16:11:11:00,03MAY16:11:20:00,1,200323,2,0,1,0,,0,,,,0,0,,1,7,3,2,3,2,3,5,5,5,3,9,,3,2,2,3,7,2,3,3,2,5,3,5,3,3,3,2,7,6,3,6,5,3,5,3,2,5,5,2,5,4,5,2,2,7,4,1,1,7,7,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,1,2,1,1,1,3,2,2,3,1,2,4,2,1,2,1,3,2,2,5,2,1,0,5,48,5,,2,1,,,,,,,34.25570679,-117.3040009,-1,5,5,5,5,5,5,58,7,6,33,50,27,-2.79203,-0.756095,-1.77411,1.20789,-0.92557367,-0.250649751,-0.588127457,0.400422338,0,0,0,0,1
R_0V6KWsSUKq3jX6Z,Default Response Set,Anonymous,,,24.229.247.90,0,03MAY16:11:18:00,03MAY16:11:23:00,1,200343,2,0,1,0,,0,,,,0,0,1,0,7,4,1,4,4,4,5,5,5,4,9,,3,5,3,5,4,2,2,5,1,5,1,5,6,4,6,5,7,5,3,5,5,4,6,5,1,5,4,1,5,1,4,2,1,7,3,1,1,7,6,1,,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,4,3,2,3,2,3,3,3,2,3,2,3,3,1,1,2,1,0,39,49,4,,2,1,,,,,,,40.51890564,-75.501297,-1,3,6,3,2,5,3,56,7,7,32,48,21,-3.31715,-3.76938,-1.94863,-2.16348,-1.099653908,-1.2495707,-0.64598182,-0.717205805,0,0,0,0,1
R_865ah2LCxoVzz0N,Default Response Set,Anonymous,,,70.167.157.98,0,03MAY16:11:11:00,03MAY16:11:28:00,1,200322,2,0,1,0,,0,,,,0,0,,1,4,2,1,1,2,1,5,5,5,4,9,,5,5,2,4,7,5,4,4,4,3,4,5,4,4,7,4,6,6,4,5,6,3,5,4,3,4,4,4,3,2,3,2,6,7,4,1,4,7,7,1,,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,2,1,5,3,1,5,18,3,,1,1,,,,,,,33.64860535,-117.9185944,-1,4,4,4,4,4,4,52,7,5,32,69,24,-2.39969,-1.16078,-1.55461,1.15146,-0.795510751,-0.384805108,-0.515361971,0.381715475,0,0,0,0,1
R_1AIfIqrww1gYaX3,Default Response Set,Anonymous,,,12.174.182.130,0,03MAY16:11:14:00,03MAY16:11:32:00,1,200329,2,0,1,0,,0,,,,0,0,,1,6,4,4,3,4,5,5,5,5,4,9,,5,5,4,3,3,5,3,3,4,6,4,2,4,4,4,6,6,5,3,4,4,5,4,3,3,5,4,3,6,3,5,2,5,6,4,2,4,6,5,1,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,3,1,1,3,2,3,1,3,5,4,5,5,5,5,3,3,4,3,2,2,1,1,2,1,0,26,37,4,,2,1,,,,,,,36.75270081,-90.48529816,-1,5,5,5,4,5,5,65,6,5,27,68,16,-4.0285,-4.19353,-3.69668,0.00158738,-1.33547044,-1.390178814,-1.225470241,0.000526225,0,0,0,0,1
R_8oHi8HS6RXDkUkd,Default Response Set,Anonymous,,,73.6.154.109,0,03MAY16:11:19:00,03MAY16:11:32:00,1,200346,2,0,1,0,,0,,,,0,0,,1,8,3,2,3,3,3,5,5,5,3,9,,2,3,4,5,1,3,5,5,4,3,3,1,4,2,2,3,7,6,5,4,2,3,2,6,3,3,2,2,3,1,3,2,3,6,6,4,2,6,6,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,3,1,1,3,2,1,1,4,4,3,3,3,3,2,5,5,5,5,5,5,2,5,2,1,0,45,62,2,,2,1,,,,,,,29.83009338,-95.47389984,-1,3,3,3,4,3,2,37,4,5,27,52,9,-4.15894,-1.96876,-3.36703,-0.146927,-1.378712034,-0.652655029,-1.116189409,-0.048707128,0,0,0,0,1
R_54NGNEiRGH3tPEh,Default Response Set,Anonymous,,,70.16.218.11,0,03MAY16:11:25:00,03MAY16:11:40:00,1,200366,2,0,1,0,,0,,,,0,0,,1,8,3,3,3,3,3,5,5,5,4,9,,6,6,4,3,4,4,7,2,6,7,4,4,2,6,6,6,4,4,2,4,5,6,5,2,6,6,2,2,6,2,6,2,6,6,4,5,6,4,4,3,,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,3,3,1,1,3,2,3,1,4,6,6,7,6,6,7,4,4,5,5,4,4,2,5,2,2,1,20,62,2,,2,1,,,,,,,44.12719727,-69.13359833,-1,5,1,6,6,6,6,73,3,2,17,71,19,-3.89412,-2.90649,-3.56459,-0.140554,-1.290922713,-0.963517805,-1.181681662,-0.046594443,0,0,0,0,1
