V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apples,Q2_4_blueberries,Q2_4_feijoas,Q2_4_rambutan,Q2_4_loquat,Q2_4_peaches,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q3_8,Q3_8_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_iron,Q7_1_vitC,Q7_1_potassium,Q7_1_calcium,Q7_1_vitD,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q9_2_1,Q9_2_2,Q9_2_3,Q9_2_4,Q9_2_5,Q9_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_8_TEXT,Q11_9,Q11_10_1,Q11_10_2,Q11_10_3,Q11_10_4,Q11_10_5,Q11_10_6,Q11_10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_0ijYi5nkhYhsMUR,Default Response Set,Anonymous,,,162.254.87.152,0,02MAY16:23:48:00,03MAY16:00:09:00,1,200128,2,0,1,0,,0,,,,0,0,,1,4,1,1,5,1,1,5,5,1,5,9,,5,6,1,7,7,2,4,7,7,5,1,5,7,4,6,7,6,6,5,5,5,7,6,7,6,4,2,3,4,6,7,2,7,7,4,7,1,6,5,1,,1,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,1,1,2,1,4,2,2,1,4,4,4,1,1,2,1,1,1,1,4,3,2,33,16,4,,2,1,,,,,,,40.73910522,-73.98259735,-1,1,4,1,1,3,1,48,1,2,20,64,29,-1.53192,0.238192,-1.07569,1.51172,-0.422327166,0.065665931,-0.296551458,0.416758332,0,1,0,0,0
R_80nEEJwJ21cans1,Default Response Set,Anonymous,,,104.34.46.91,0,02MAY16:23:40:00,03MAY16:00:57:00,1,200114,2,0,1,0,,0,,,,0,0,,1,4,3,1,3,1,3,5,5,5,4,9,,6,7,4,3,6,7,3,4,7,4,7,6,4,4,4,4,7,1,4,6,6,7,5,3,7,4,4,6,4,5,4,2,6,6,7,5,7,1,1,1,,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,6,4,4,4,4,4,4,2,2,3,3,2,5,16,2,,2,0,,,,,1,s,33.83120728,-117.6053009,-1,5,5,4,4,4,5,55,3,1,7,94,28,-1.97642,-5.31061,-3.24939,-2.68531,-0.544869091,-1.464054828,-0.89580766,-0.740299339,0,1,0,0,0
R_eVAQpiv3IZ4A0a9,Default Response Set,Anonymous,,,74.67.41.64,0,03MAY16:03:35:00,03MAY16:03:43:00,1,200152,2,0,1,0,,0,,,,0,0,,1,6,3,2,1,2,5,5,5,5,3,9,,2,3,7,3,6,7,1,1,1,7,4,6,4,5,6,7,7,1,4,6,2,3,4,2,6,6,5,2,5,1,4,2,1,5,5,2,5,1,1,1,,5,none,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,4,4,3,7,4,5,5,3,3,4,4,4,4,2,6,1,2,2,33,31,3,,2,1,,,,,,,42.80560303,-74.05609894,-1,5,7,7,4,4,6,73,6,2,11,59,23,-1.93869,-0.674033,-1.00739,1.17031,-0.534467501,-0.1858207,-0.277722181,0.32263676,0,1,0,0,0
R_2i4MSPYW0wZSE2V,Default Response Set,Anonymous,,,24.23.75.182,0,03MAY16:04:45:00,03MAY16:04:55:00,1,200168,2,0,1,0,,0,,,,0,0,,1,3,1,1,1,3,1,5,5,5,2,9,,1,1,7,1,4,7,1,1,5,7,5,5,1,7,7,7,7,5,1,5,7,6,4,1,3,7,3,1,7,4,7,2,1,7,6,3,5,5,1,1,,1,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,2,2,2,2,2,4,2,4,4,2,1,3,10,3,,2,1,,,,,,,32.3368988,-111.0502014,-1,7,7,7,7,7,7,91,5,5,21,69,22,-2.60814,-0.704052,-0.928522,1.45719,-0.719024737,-0.194096484,-0.255979467,0.401725236,0,1,0,0,0
R_1N5ywX7taJ9QKCV,Default Response Set,Anonymous,,,104.49.33.71,0,03MAY16:05:53:00,03MAY16:06:02:00,1,200187,2,0,1,0,,0,,,,0,0,,1,4,1,1,1,1,1,5,5,5,2,9,,2,6,4,5,6,6,2,5,6,5,4,7,4,5,7,6,6,6,3,6,5,6,6,6,4,2,4,2,6,6,6,2,7,6,6,1,5,6,6,1,,1,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,1,2,2,1,3,3,2,5,5,3,3,2,1,3,3,4,3,2,1,5,6,5,10,13,4,,2,1,,,,,,,30.19450378,-81.6006012,-1,3,6,3,4,5,2,60,7,4,29,75,31,-5.05069,-0.727515,-1.25849,0.670565,-1.392398817,-0.200564878,-0.346946652,0.184864625,0,1,0,0,0
R_cvfOropvhbqawWV,Default Response Set,Anonymous,,,69.80.102.66,0,03MAY16:07:07:00,03MAY16:07:16:00,1,200208,2,0,1,0,,0,,,,0,0,,1,4,2,2,2,2,2,4,5,5,2,9,,3,5,5,6,5,5,3,5,3,5,3,4,4,5,5,3,5,6,3,5,5,5,5,3,3,5,4,3,5,5,5,2,5,5,5,3,2,6,6,1,,1,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,2,1,2,3,3,3,3,4,3,3,2,2,2,2,2,2,1,1,5,4,3,45,17,5,,2,1,,,,,,,30.26719666,-97.74310303,-1,2,5,3,4,5,5,57,5,5,28,63,24,-4.69718,1.5321,-2.47869,1.89251,-1.294941458,0.42237679,-0.683337331,0.521736374,0,1,0,0,0
R_3U9TL8myN0B9nZb,Default Response Set,Anonymous,,,32.212.146.55,0,03MAY16:07:39:00,03MAY16:07:45:00,1,200216,2,0,1,0,,0,,,,0,0,,1,7,2,1,1,2,2,5,5,5,3,9,,4,4,3,3,6,1,3,4,3,5,2,5,5,5,5,5,6,4,3,5,3,6,5,4,3,5,2,2,6,4,5,2,2,6,3,3,3,3,3,1,,1,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,2,7,6,7,7,7,6,4,3,3,3,4,3,2,5,4,2,1,7,46,4,,2,1,,,,,,,41.3946991,-73.31420135,-1,5,5,4,3,5,4,62,5,5,20,50,25,-4.74086,-3.88268,-3.41167,-0.171971,-1.306983373,-1.070396132,-0.940545801,-0.047409803,0,1,0,0,0
R_eM8o3uImFYOciDX,Default Response Set,Anonymous,,,67.253.49.162,0,03MAY16:08:04:00,03MAY16:08:15:00,1,200230,2,0,1,0,,0,,,,0,0,,1,8,4,4,4,3,4,5,5,5,5,9,,5,5,4,4,5,4,3,4,6,4,4,2,4,4,4,4,5,5,3,4,4,4,4,3,3,3,4,3,5,2,5,2,4,6,3,2,3,6,5,3,,2,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,4,4,4,4,4,4,4,3,2,2,3,4,2,1,5,2,1,0,20,63,3,,2,1,,,,,,,46.68850708,-67.9910965,-1,4,5,4,4,5,5,56,6,5,27,64,17,-2.8962,-0.625293,-1.33033,1.24772,-0.798438521,-0.17238382,-0.366751853,0.343977526,0,1,0,0,0
R_39oax6nDq0mxk3j,Default Response Set,Anonymous,,,76.189.129.42,0,03MAY16:09:40:00,03MAY16:09:52:00,1,200240,2,0,1,0,,0,,,,0,0,,1,7,4,1,2,2,2,5,5,5,3,9,,4,5,4,5,6,6,5,5,4,4,5,5,5,3,3,4,7,5,6,6,5,5,7,4,4,4,3,2,3,2,4,2,4,7,6,4,3,5,5,1,,1,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,2,5,4,6,5,7,5,1,1,1,1,1,1,2,3,5,2,1,36,47,3,,2,1,,,,,,,41.16009521,-81.16750336,-1,3,3,3,3,2,4,43,4,4,23,70,26,-2.88831,3.24351,-1.64032,0.377786,-0.796263367,0.894186633,-0.452211406,0.104149884,0,1,0,0,0
R_6DqD4xbvqXuwK9f,Default Response Set,Anonymous,,,40.138.189.13,0,03MAY16:09:54:00,03MAY16:10:06:00,1,200256,2,0,1,0,,0,,,,0,0,,1,8,2,2,1,2,3,5,5,5,2,9,,1,5,5,4,6,1,0,5,1,4,3,5,4,4,4,5,7,5,3,5,4,4,5,4,3,5,4,2,5,1,4,2,2,7,5,1,4,7,5,1,,2,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,1,3,1,1,2,1,2,2,7,2,7,3,6,1,1,5,5,2,1,11,56,3,,2,1,,,,,,,34.46299744,-84.15100098,-1,4,8,3,4,5,4,59,7,5,29,55,22,-4.03103,-1.61574,-1.8291,2.94842,-1.111293982,-0.445435072,-0.504255196,0.812834785,0,1,0,0,0
R_6xJT69231a2kSrj,Default Response Set,Anonymous,,,50.251.103.121,0,03MAY16:10:45:00,03MAY16:10:54:00,1,200270,2,0,1,0,,1,,,,0,0,,0,8,4,4,4,2,3,5,5,5,4,9,,3,4,4,5,4,3,3,4,4,5,4,1,4,4,5,5,6,4,4,4,4,3,5,5,3,4,3,3,5,1,4,2,5,6,5,3,3,4,4,1,,2,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,4,2,2,2,2,2,3,2,2,2,2,2,2,2,1,3,2,1,10,55,7,t,2,1,,,,,,,26.55949402,-81.87359619,-1,3,5,4,4,4,3,55,5,5,22,60,15,-1.04506,-0.549525,-0.661971,0.681004,-0.28810723,-0.151495728,-0.182495389,0.187742499,0,1,0,0,0
R_beYL6sIhL6ULfff,Default Response Set,Anonymous,,,50.48.204.128,0,03MAY16:10:51:00,03MAY16:10:55:00,1,200285,2,0,1,0,1,0,,,,0,0,,0,5,3,1,1,1,1,5,5,5,1,9,,5,5,3,5,6,3,5,5,5,5,3,5,4,5,5,5,5,5,4,6,4,4,6,4,4,5,3,3,5,6,5,2,5,5,3,3,3,5,5,1,,1,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,2,1,5,4,3,33,27,5,,2,1,,,,,,,43.11540222,-77.55760193,-1,3,3,3,4,4,4,56,5,4,24,59,29,-4.52038,-3.4322,-1.93851,2.16665,-1.246200373,-0.946205611,-0.534417878,0.597312624,0,1,0,0,0
R_3W991xR3W8hhanP,Default Response Set,Anonymous,,,73.173.216.175,0,03MAY16:10:54:00,03MAY16:11:00:00,1,200289,2,0,1,0,1,0,,,,0,0,,0,4,3,3,1,1,4,5,4,5,4,9,,6,5,2,6,6,3,3,3,6,6,2,6,6,6,5,6,6,5,6,6,6,6,6,6,4,6,3,3,6,6,5,2,6,6,5,2,2,6,6,2,,1,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,3,3,3,1,5,0,0,0,0,0,0,3,3,3,3,3,3,2,2,5,3,2,9,19,4,,2,0,,1,,,,,38.92129517,-77.03859711,-1,2,5,5,2,2,2,58,6,4,27,67,30,-3.51599,-3.33939,-2.8473,-1.29315,-0.969305247,-0.920619298,-0.784957531,-0.35650189,0,1,0,0,0
R_d4Etg3zK61dNLcF,Default Response Set,Anonymous,,,45.47.240.213,0,03MAY16:11:05:00,03MAY16:11:18:00,1,200308,2,0,1,0,,1,,,,0,0,,0,8,3,1,2,3,3,5,5,5,4,9,,5,5,5,5,2,3,4,3,2,2,7,4,5,5,3,5,4,6,3,3,2,4,4,4,1,5,3,3,4,4,7,2,2,6,4,2,3,6,6,3,,2,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,2,2,3,3,3,2,2,2,2,2,2,4,1,5,4,1,0,33,58,3,,2,1,,,,,,,42.19619751,-75.8884964,-1,3,4,5,3,5,4,55,6,7,31,58,17,-4.88537,-4.18502,-4.07713,-0.101106,-1.346822594,-1.153746695,-1.124003055,-0.027873394,0,1,0,0,0
R_ba6KMWZrUXJocW9,Default Response Set,Anonymous,,,141.210.133.225,0,03MAY16:11:08:00,03MAY16:11:18:00,1,200315,2,0,1,0,,0,,,,0,0,,1,5,1,1,1,2,2,5,5,5,2,9,,4,5,5,4,6,6,3,4,4,4,4,5,4,4,4,4,5,5,4,7,6,4,4,4,5,4,5,4,4,6,4,2,6,6,4,2,4,6,6,1,,1,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,3,3,1,3,3,5,0,0,0,0,0,0,2,3,3,3,2,2,2,1,3,1,0,23,25,6,,2,1,,,,,,,42.65800476,-83.18430328,-1,4,5,4,4,4,4,53,6,3,26,72,28,-1.42485,-4.19452,-3.23445,-0.146962,-0.392809587,-1.156365701,-0.891688928,-0.0405152,0,1,0,0,0
R_03sx6xcUMxWIM6x,Default Response Set,Anonymous,,,108.59.11.227,0,03MAY16:11:15:00,03MAY16:11:26:00,1,200334,2,0,1,0,,0,,,,0,0,,1,5,1,1,2,1,4,5,5,5,2,9,,5,6,2,5,5,2,6,5,6,6,3,5,5,5,6,6,6,5,6,5,6,5,5,6,6,6,2,3,6,5,6,2,5,6,2,6,2,5,5,1,,1,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,1,1,1,5,0,0,0,0,0,0,3,3,3,4,3,4,1,1,6,4,3,3,23,4,,2,1,,,,,,,39.67340088,-75.7052002,-1,3,2,3,3,2,2,56,2,2,19,61,25,-1.79947,0.795135,-0.911013,0.478681,-0.496086653,0.219206689,-0.251152501,0.131965109,0,1,0,0,0
R_aV6aPgSHBBOvDiR,Default Response Set,Anonymous,,,75.73.238.106,0,03MAY16:11:18:00,03MAY16:11:29:00,1,200341,2,0,1,0,,0,,,,0,0,,1,7,1,4,4,2,3,5,5,5,4,9,,3,4,3,4,3,3,2,6,2,4,2,6,4,5,6,4,7,5,2,6,7,5,1,2,6,5,4,2,5,5,5,2,4,6,2,2,2,6,5,1,,1,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,2,1,3,4,4,5,5,4,4,3,2,1,2,1,1,2,3,6,2,1,24,46,2,,2,1,,,,,,,44.91329956,-93.50330353,-1,4,6,2,4,6,6,62,6,2,24,56,21,-5.1566,-2.25382,-1.62036,1.55679,-1.421596601,-0.621344074,-0.446708736,0.429183449,0,1,0,0,0
R_3EgrJjTFOaFYE5L,Default Response Set,Anonymous,,,74.69.124.101,0,03MAY16:11:25:00,03MAY16:11:31:00,1,200371,2,0,1,0,,0,,,,0,0,,1,8,4,4,3,3,5,5,5,5,5,9,,6,6,4,4,7,4,4,4,4,4,4,2,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,2,4,2,4,6,4,6,4,4,3,3,,2,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,3,1,3,5,0,0,0,0,0,0,4,4,4,4,4,4,1,5,1,1,0,33,52,3,,2,1,,,,,,,42.98980713,-78.2220993,-1,4,4,4,4,4,4,52,2,4,17,67,20,-4.77455,1.02333,-3.06804,-0.915241,-1.316271197,0.282116598,-0.845812209,-0.252318096,0,1,0,0,0
R_eP2bgF2hWCisIy9,Default Response Set,Anonymous,,,174.57.145.116,0,03MAY16:11:31:00,03MAY16:11:35:00,1,200389,2,0,1,0,1,0,,,,0,0,,0,7,1,1,1,1,2,5,3,5,1,9,,1,1,1,7,7,6,1,6,7,1,2,7,7,1,4,1,6,7,7,7,6,6,7,7,6,1,2,1,7,7,7,2,7,7,1,1,1,7,7,1,,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,3,31,43,5,,2,1,,,,,,,40.69869995,-74.32959747,-1,1,7,2,1,1,1,35,7,2,30,55,35,-6.0327,-1.37041,-1.91452,1.32678,-1.663124116,-0.377801303,-0.527804198,0.365773172,0,1,0,0,0
