V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apples,Q2_4_blueberries,Q2_4_feijoas,Q2_4_rambutan,Q2_4_loquat,Q2_4_peaches,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q3_8,Q3_8_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_iron,Q7_1_vitC,Q7_1_potassium,Q7_1_calcium,Q7_1_vitD,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q9_2_1,Q9_2_2,Q9_2_3,Q9_2_4,Q9_2_5,Q9_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_8_TEXT,Q11_9,Q11_10_1,Q11_10_2,Q11_10_3,Q11_10_4,Q11_10_5,Q11_10_6,Q11_10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_bqLdeEQmkYF6LVb,Default Response Set,Anonymous,,,24.89.11.132,0,03MAY16:02:36:00,03MAY16:02:44:00,1,200146,2,0,1,0,1,0,,,,0,0,,0,4,3,1,2,3,1,5,5,5,3,9,,6,6,3,3,1,1,3,4,4,3,3,2,5,5,5,4,7,3,3,1,5,7,4,4,4,6,6,3,7,1,7,2,7,7,4,4,5,5,3,1,,2,,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,1,2,6,6,7,6,6,6,2,2,2,2,2,2,2,1,6,3,2,21,14,4,,2,1,,,,,,,39.62910461,-77.71279907,-1,5,5,4,3,5,4,63,4,4,19,74,9,-5.55677,-3.56728,-3.11275,-0.352986,-1.432537504,-0.919646195,-0.802468181,-0.09099993,0,0,1,0,0
R_5pONhfGGkFdWxtb,Default Response Set,Anonymous,,,99.9.208.40,0,03MAY16:04:45:00,03MAY16:04:55:00,1,200169,1,1,1,0,,0,,,,0,0,,1,6,2,2,3,2,3,5,5,5,2,9,,4,4,4,4,7,4,4,4,4,4,4,6,4,4,4,4,7,4,4,7,4,4,5,4,4,4,4,4,4,7,4,2,4,4,4,4,4,6,4,1,,3,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,4,4,4,4,3,3,1,5,2,2,1,5,38,2,,2,1,,,,,,,37.7696991,-122.3932953,-1,4,4,4,4,4,4,52,4,4,22,63,32,-1.73372,-0.470832,-0.90287,0.995847,-0.446953702,-0.121380676,-0.232760243,0.25672975,0,0,1,0,0
R_51MAH9f71rP5qf3,Default Response Set,Anonymous,,,73.83.234.4,0,03MAY16:05:43:00,03MAY16:05:50:00,1,200183,2,0,1,0,,0,,,,0,0,,1,5,1,1,1,1,1,5,5,5,4,9,,7,7,7,6,7,7,1,2,6,6,6,7,6,6,6,7,7,5,2,7,7,6,7,5,3,7,6,6,7,4,6,2,7,7,7,1,6,7,4,1,,4,,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,3,3,3,3,1,3,2,3,1,2,7,7,7,7,4,4,2,3,3,3,3,2,2,1,7,4,3,49,30,4,,2,1,,,,,,,47.54719543,-122.3513031,-1,2,7,6,2,6,3,71,7,5,28,99,32,-5.37122,-4.01346,-3.88011,-0.659307,-1.38470264,-1.034671575,-1.000293892,-0.169969605,0,0,1,0,0
R_6Lr6nsqjNZL2Onr,Default Response Set,Anonymous,,,24.100.10.89,0,03MAY16:06:42:00,03MAY16:06:57:00,1,200199,2,0,1,0,,0,,,,0,1,,0,6,1,1,1,1,2,5,2,5,2,9,,6,6,3,5,7,5,3,5,5,5,3,6,5,6,6,6,7,6,5,7,7,5,7,5,5,6,1,2,6,6,6,2,5,7,3,3,2,7,6,1,,2,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3,3,3,15,32,3,,2,1,,,,,,,39.68170166,-87.45670319,-1,3,5,3,3,3,3,61,5,3,27,67,33,-1.93299,1.03875,-1.39116,1.21052,-0.498325586,0.267790161,-0.358641598,0.312072535,0,0,1,0,0
R_00MXnvA61Pyre4t,Default Response Set,Anonymous,,,73.17.127.178,0,03MAY16:07:43:00,03MAY16:07:54:00,1,200220,2,0,1,0,,0,,,,0,0,,1,4,3,2,2,1,3,5,5,5,3,9,,1,1,4,1,7,4,1,1,1,7,3,6,1,7,7,7,7,7,1,0,6,5,4,2,4,7,7,3,7,7,7,2,5,6,4,1,4,7,7,3,,2,,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,1,7,7,7,7,7,7,4,4,4,4,4,4,2,6,1,2,1,22,14,2,,2,1,,,,,,,42.24290466,-71.00980377,-1,7,7,7,7,7,6,90,7,4,32,61,24,-5.2524,-2.95821,-3.00219,0.0622139,-1.354070797,-0.762627708,-0.773965769,0.016038768,0,0,1,0,0
R_blvJUqH5aFBESzP,Default Response Set,Anonymous,,,173.198.188.187,0,03MAY16:07:59:00,03MAY16:08:14:00,1,200227,2,0,1,0,,0,,,,0,0,,1,8,1,1,2,2,2,5,5,5,3,9,,5,5,2,4,6,3,3,5,6,6,4,3,3,5,4,5,3,2,3,7,5,6,7,4,2,4,6,2,5,2,6,2,4,6,6,5,3,5,4,1,,1,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,2,3,1,1,2,3,3,1,3,5,4,6,4,6,4,3,2,2,3,4,2,1,5,5,2,1,13,63,3,,2,1,,,,,,,43.42849731,-112.004097,-1,4,5,3,5,5,4,61,3,6,20,66,25,-4.68432,-3.59792,-1.41696,0.0904544,-1.207619548,-0.927545199,-0.365292848,0.02331918,0,0,1,0,0
R_bxCHnFVr9U1l1hH,Default Response Set,Anonymous,,,208.102.177.108,0,03MAY16:09:44:00,03MAY16:09:51:00,1,200243,2,0,1,0,,0,,,,0,0,,1,8,3,1,3,1,3,5,5,5,3,9,,1,1,7,1,7,1,1,1,1,7,1,3,1,7,7,7,7,1,7,5,1,7,7,1,7,7,4,1,7,1,7,2,1,7,4,7,1,1,1,7,D,1,,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,3,7,7,7,7,7,4,7,7,7,7,7,4,2,1,3,1,0,36,54,7,N,2,1,,,,,,,39.33760071,-84.40440369,-1,7,7,7,7,1,7,85,1,1,5,45,23,-0.993224,-0.153014,-0.837867,1.38924,-0.25605354,-0.03944707,-0.216002444,0.358146621,0,0,1,0,0
R_79gVa9AfrMQ5VSB,Default Response Set,Anonymous,,,74.132.80.17,0,03MAY16:10:16:00,03MAY16:10:25:00,1,200262,2,0,1,0,,0,,,,0,0,,1,8,2,2,3,1,4,5,5,5,3,9,,1,4,1,6,6,4,2,6,4,5,1,1,7,5,5,5,7,7,5,2,6,6,6,5,1,5,1,1,5,1,5,2,1,7,1,1,1,7,7,1,,2,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,1,1,2,5,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,15,63,3,,2,1,,,,,,,38.31359863,-85.77159882,-1,2,6,2,1,3,3,52,7,7,35,46,16,-3.10485,3.10539,-1.70762,0.634615,-0.800431558,0.80057077,-0.440225111,0.163603998,0,0,1,0,0
R_8HrdUem7XhvfdDT,Default Response Set,Anonymous,,,209.58.128.34,0,03MAY16:10:38:00,03MAY16:10:54:00,1,200264,2,0,1,0,,0,,,,0,0,,1,5,1,1,1,2,2,5,5,5,2,9,,4,5,2,4,7,4,1,3,5,7,4,7,3,5,7,6,7,4,1,7,7,7,7,4,3,7,4,1,7,5,7,2,5,4,3,3,2,7,5,1,,2,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,2,2,4,3,4,3,4,3,2,3,1,2,3,2,3,1,1,4,4,3,5,29,5,,2,1,,,,,,,37.3874054,-121.9024048,-1,4,7,5,5,7,4,78,5,5,26,64,33,0.952201,0.618202,-1.34561,0.433838,0.245477794,0.15937272,-0.34689879,0.111843608,0,0,1,0,0
R_3K7J1IpbMMok2Fv,Default Response Set,Anonymous,,,24.52.56.87,0,03MAY16:10:51:00,03MAY16:10:57:00,1,200284,2,0,1,0,,0,,,,0,0,,1,8,1,2,3,3,3,5,5,5,3,9,,2,5,7,4,5,5,4,5,3,3,5,5,5,3,3,3,6,4,4,5,5,5,4,5,3,2,6,6,2,2,2,2,5,6,7,3,5,5,5,7,A,2,,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,5,4,2,1,24,50,2,,2,1,,,,,,,45.42550659,-93.81109619,-1,4,4,3,3,4,3,39,5,5,24,78,21,-0.907633,0.133457,-0.575487,1.21774,-0.233988146,0.034405267,-0.148360776,0.313933854,0,0,1,0,0
R_1Oo6iO29PGLh4wZ,Default Response Set,Anonymous,,,70.101.14.27,0,03MAY16:10:44:00,03MAY16:11:04:00,1,200266,2,0,1,0,,0,,,,0,0,,1,7,1,1,2,2,3,5,5,5,2,9,,6,5,4,5,6,4,3,4,4,5,5,4,4,5,6,5,7,5,4,6,6,6,6,5,6,5,3,2,6,5,5,2,6,6,4,3,6,5,4,1,,1,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,1,1,1,5,0,0,0,0,0,0,1,1,3,2,4,2,1,6,6,3,2,42,45,2,,2,1,,,,,,,33.88079834,-80.35359955,-1,3,5,4,4,4,3,60,5,2,21,74,27,-2.27524,-0.848681,-3.8448,1.12376,-0.586557772,-0.218790297,-0.99119096,0.289705772,0,0,1,0,0
R_ea01jtal00NhgK9,Default Response Set,Anonymous,,,99.195.213.52,0,03MAY16:11:02:00,03MAY16:11:14:00,1,200303,2,0,1,0,,0,,,,0,0,,1,8,2,2,2,2,1,5,5,5,2,9,,5,5,4,4,4,5,3,4,3,4,4,2,3,4,4,4,5,5,3,4,5,5,3,4,3,2,6,6,4,2,3,2,4,7,5,3,3,5,5,1,,2,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,3,2,4,3,3,4,3,4,4,3,4,4,3,3,4,2,5,2,2,1,26,56,7,2,2,1,,,,,,,36.97839355,-93.23320007,-1,4,5,4,5,5,4,52,5,5,25,72,15,-2.39133,-0.977088,-2.72625,2.23253,-0.61648582,-0.251893673,-0.702828328,0.575547117,0,0,1,0,0
R_063j9NtLWgMs5lH,Default Response Set,Anonymous,,,73.21.48.220,0,03MAY16:11:09:00,03MAY16:11:20:00,1,200316,2,0,1,0,,0,,,,0,0,,1,8,1,1,2,2,2,5,5,5,3,9,,2,6,3,6,3,4,5,6,3,3,3,2,5,2,2,3,3,6,5,6,6,5,6,5,1,2,1,3,4,2,4,2,2,6,4,1,2,7,5,1,,1,,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,5,4,2,1,11,64,2,,2,1,,,,,,,31.93370056,-81.0440979,-1,2,3,2,3,3,3,36,7,7,32,53,19,-1.47003,-1.41364,-3.78342,0.678289,-0.378974315,-0.364436951,-0.975367172,0.174863172,0,0,1,0,0
R_8rf15RyuTfeBejb,Default Response Set,Anonymous,,,96.242.29.254,0,03MAY16:11:16:00,03MAY16:11:24:00,1,200340,2,0,1,0,,0,,,,0,0,,1,4,3,1,2,1,3,5,5,5,3,9,,5,6,3,2,6,4,1,2,2,6,3,6,2,7,7,7,7,4,2,6,6,6,6,3,5,7,7,1,6,4,7,2,6,6,4,6,4,4,3,1,,2,,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1,2,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,2,1,31,15,4,,2,1,,,,,,,40.67050171,-74.10639954,-1,6,7,6,6,6,5,83,2,3,16,70,28,-5.87654,1.59245,-3.46681,0.503655,-1.514974336,0.41053424,-0.893744989,0.129842458,0,0,1,0,0
R_268J3uVlZ2xJzw1,Default Response Set,Anonymous,,,50.118.198.91,0,03MAY16:11:15:00,03MAY16:11:24:00,1,200336,2,0,1,0,,0,,,,0,0,,1,4,1,1,1,1,2,5,5,5,1,9,,5,7,5,3,5,5,3,4,5,6,5,5,4,5,7,5,7,6,3,7,7,7,7,3,4,6,1,1,5,5,3,2,6,6,6,3,1,6,3,1,,2,,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,3,3,1,1,3,3,3,1,1,7,7,7,7,7,7,4,4,4,4,4,4,2,1,6,4,3,33,16,5,,2,1,,,,,,,37.33380127,-121.8914948,-1,5,5,4,4,5,5,65,5,4,24,74,29,-4.79329,-2.48687,-3.38559,-0.134335,-1.235712058,-0.641116069,-0.872806441,-0.034631616,0,0,1,0,0
R_1QSBZci8Eg0tw7H,Default Response Set,Anonymous,,,12.28.229.2,0,03MAY16:11:21:00,03MAY16:11:28:00,1,200350,2,0,1,0,,0,,,,0,0,,1,4,2,1,2,1,2,5,5,5,3,9,,2,5,5,5,7,5,4,4,4,5,3,6,5,3,3,3,6,5,5,7,5,4,7,4,1,3,3,5,3,4,3,2,3,7,5,2,2,7,7,1,,1,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,1,1,3,7,7,7,7,7,7,1,1,1,1,1,1,2,1,5,2,1,14,19,4,,2,1,,,,,,,41.97129822,-87.79810333,-1,3,4,4,3,3,4,44,6,7,32,64,31,-5.86872,-0.525871,-1.78029,1.61883,-1.512958337,-0.135569752,-0.458959466,0.417335014,0,0,1,0,0
R_cCvm7kBRFbqIoa9,Default Response Set,Anonymous,,,24.234.29.62,0,03MAY16:11:26:00,03MAY16:11:31:00,1,200374,2,0,1,0,,0,,,,0,0,,1,7,2,3,4,1,3,5,5,5,3,9,,3,5,4,2,5,2,2,3,4,5,2,2,4,5,5,5,7,5,2,6,4,4,6,2,6,5,2,4,3,2,4,2,2,6,4,2,2,4,6,1,,3,,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,7,7,7,7,7,4,2,1,6,1,0,29,43,3,,2,1,,,,,,,36.14430237,-115.2794037,-1,6,6,5,4,6,6,65,6,2,23,55,21,-1.78322,-0.362979,-1.23424,1.14919,-0.459714821,-0.09357613,-0.31818756,0.296261636,0,0,1,0,0
R_8qRzLzAzeEMjMu9,Default Response Set,Anonymous,,,108.52.100.227,0,03MAY16:11:24:00,03MAY16:11:33:00,1,200362,2,0,1,0,,0,,,,0,0,,1,8,3,2,3,3,3,5,5,5,4,9,,5,4,3,4,2,4,4,4,5,4,4,3,4,4,4,4,4,5,5,4,5,5,3,4,3,4,4,3,4,1,3,2,4,6,3,2,4,5,5,1,,2,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,3,4,3,4,4,3,4,4,3,3,3,3,3,1,5,7,2,1,39,57,5,,2,1,,,,,,,40.04089355,-75.63739777,-1,4,4,4,4,3,4,50,6,5,26,63,13,-2.36111,-0.650924,-1.28551,1.44545,-0.608695092,-0.167808465,-0.331404986,0.372637582,0,0,1,0,0
R_1FyxOcI1cubwEux,Default Response Set,Anonymous,,,162.104.160.6,0,03MAY16:11:23:00,03MAY16:11:34:00,1,200361,2,0,1,0,,0,,,,0,0,,1,6,3,4,3,3,4,5,5,5,5,9,,6,7,5,2,7,7,1,2,6,7,7,7,2,5,6,6,6,5,3,6,6,5,4,3,4,6,7,6,6,6,6,2,7,7,4,3,5,4,5,1,,2,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,3,6,6,7,5,5,6,3,3,2,3,2,2,1,6,1,2,2,26,32,4,,2,1,,,,,,,39.04370117,-92.27140045,-1,6,7,6,6,5,5,77,5,4,23,91,30,-4.62454,0.325894,-0.136234,0.186147,-1.192208241,0.084015602,-0.035121179,0.04798877,0,0,1,0,0
