V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apples,Q2_4_blueberries,Q2_4_feijoas,Q2_4_rambutan,Q2_4_loquat,Q2_4_peaches,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q3_8,Q3_8_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_iron,Q7_1_vitC,Q7_1_potassium,Q7_1_calcium,Q7_1_vitD,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q9_2_1,Q9_2_2,Q9_2_3,Q9_2_4,Q9_2_5,Q9_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_8_TEXT,Q11_9,Q11_10_1,Q11_10_2,Q11_10_3,Q11_10_4,Q11_10_5,Q11_10_6,Q11_10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_4H1VnkTOUxzNbEh,Default Response Set,Anonymous,,,216.41.242.14,0,03MAY16:06:27:00,03MAY16:06:34:00,1,200194,2,0,1,0,,0,,,,0,0,,1,8,4,1,3,3,4,5,5,5,3,9,,7,7,5,1,5,7,1,2,7,7,6,5,1,7,7,7,6,5,1,6,7,7,6,2,2,7,5,4,7,5,7,2,7,7,5,2,6,6,4,3,,2,,0,0,0,0,0,0,1,1,2,1,1,6,1,0,0,3,3,3,1,1,3,2,3,1,3,7,6,7,7,6,7,4,3,4,3,3,3,1,5,1,2,1,44,50,2,,2,1,,,,,,,36.52679443,-82.37599945,-1,7,7,6,7,7,6,89,6,6,27,93,27,-3.40068,-3.92547,-3.56182,-0.224525,-0.968074174,-1.117466544,-1.013946021,-0.063915703,0,0,0,1,0
R_esM2CriESLn1Of3,Default Response Set,Anonymous,,,208.102.134.157,0,03MAY16:07:18:00,03MAY16:07:26:00,1,200210,2,0,1,0,,0,,,,0,0,,1,8,2,1,2,2,3,5,5,5,3,9,,2,3,4,6,6,1,6,6,3,2,2,3,6,2,2,2,5,6,6,6,3,4,6,6,4,2,2,2,2,2,1,2,1,6,3,3,2,6,6,1,,2,,0,0,0,0,0,0,2,1,1,2,2,1,1,0,0,2,1,2,2,1,2,1,1,1,3,2,2,2,2,2,2,4,3,4,4,2,3,1,1,5,2,1,36,51,2,,2,1,,,,,,,39.17320251,-84.65840149,-1,2,2,2,2,2,2,25,5,4,27,43,23,-2.05067,-0.677519,-1.60431,1.27732,-0.583765796,-0.192869851,-0.456700153,0.36361566,0,0,0,1,0
R_24sAe3sm9QOxWvP,Default Response Set,Anonymous,,,71.165.180.143,0,03MAY16:08:00:00,03MAY16:08:25:00,1,200228,2,0,1,0,,0,,,,0,0,,1,8,1,1,1,1,1,5,5,5,2,9,,4,5,3,4,5,4,5,3,4,5,5,2,3,5,5,5,3,4,3,5,5,6,4,4,4,5,4,3,5,4,5,2,5,6,3,3,3,6,5,1,,1,,0,0,0,0,0,0,2,2,2,3,1,3,1,0,0,2,1,2,1,1,2,1,2,2,3,4,4,4,4,4,4,2,2,2,2,2,2,1,5,4,2,1,5,57,5,,2,1,,,,,,,34.00390625,-118.4337997,-1,4,3,5,5,5,4,61,5,4,24,63,20,-3.66492,-0.408334,-2.10214,3.42049,-1.043295577,-0.116240752,-0.5984178,0.973713502,0,0,0,1,0
R_0VCeU3yhGVs29A9,Default Response Set,Anonymous,,,173.3.77.54,0,03MAY16:09:50:00,03MAY16:09:58:00,1,200252,2,0,1,0,,0,,,,0,0,,1,8,4,4,4,4,3,5,5,5,4,9,,4,4,4,6,1,2,4,2,4,4,2,3,5,3,2,5,4,6,6,2,4,4,3,6,1,6,4,3,6,1,1,2,4,7,2,1,3,7,6,1,,1,,0,0,0,0,0,0,2,2,2,2,2,3,1,0,0,2,1,2,1,1,2,1,1,3,4,4,4,7,4,4,4,6,5,5,6,6,1,1,1,1,1,0,33,51,4,,2,1,,,,,,,40.58329773,-73.9240036,-1,2,4,6,3,2,2,46,7,7,33,55,10,-2.30566,-0.888168,-2.49532,1.4868,-0.656353994,-0.252835463,-0.710344651,0.423248492,0,0,0,1,0
R_8emVUOSWQNlJZvT,Default Response Set,Anonymous,,,173.3.55.40,0,03MAY16:09:48:00,03MAY16:10:01:00,1,200248,2,0,1,0,,0,,,,0,0,,1,8,1,1,2,1,1,5,5,5,3,9,,5,5,5,3,4,4,4,2,3,5,3,3,5,4,6,5,5,4,3,4,6,5,6,3,3,6,3,2,6,1,6,2,3,5,5,2,3,6,4,1,,2,,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,1,2,1,4,3,2,3,3,3,4,2,2,3,3,3,2,1,5,5,2,1,31,53,4,,2,1,,,,,,,40.9815979,-74.11380005,-1,5,4,6,3,5,5,66,6,5,25,62,18,0.828228,-2.71523,-2.46649,1.98826,0.235772298,-0.772946599,-0.702137593,0.565999493,0,0,0,1,0
R_eQGrmnXx7Wcfvjn,Default Response Set,Anonymous,,,73.182.193.20,0,03MAY16:10:46:00,03MAY16:10:54:00,1,200271,2,0,1,0,,0,,,,0,0,,1,8,3,3,4,3,3,5,5,5,4,9,,3,5,6,4,6,3,3,4,4,4,5,5,3,5,5,5,7,4,2,6,7,5,6,2,6,5,1,3,5,1,4,2,2,7,5,4,5,4,5,1,,2,,0,0,0,0,0,0,2,2,2,1,1,2,1,0,0,3,1,3,1,1,3,2,3,1,4,4,4,2,3,4,3,4,3,3,3,3,4,2,5,3,1,0,22,56,3,,2,1,,,,,,,42.20809937,-70.77500153,-1,4,5,4,5,6,6,63,4,2,19,68,24,-3.08175,-5.01018,-3.88822,0.564762,-0.877284127,-1.426251769,-1.106862558,0.16077123,0,0,0,1,0
R_dmUdeqZvkn1fI6p,Default Response Set,Anonymous,,,67.236.252.28,0,03MAY16:10:47:00,03MAY16:10:54:00,1,200272,2,0,1,0,,0,,,,0,0,,1,7,1,1,1,1,3,5,5,5,1,9,,7,7,1,4,7,4,1,1,7,7,1,7,4,4,4,4,7,1,1,7,7,7,7,1,4,4,7,1,4,4,4,2,7,7,4,4,1,4,1,1,,4,,0,0,0,0,0,0,1,1,1,1,1,4,1,0,0,2,2,2,2,2,2,2,1,1,2,3,2,3,3,4,4,4,4,4,4,4,4,2,3,2,2,1,15,44,2,,2,1,,,,,,,41.20230103,-85.86299896,-1,4,7,7,4,7,7,67,4,4,14,75,32,-3.8937,-0.388115,0.0168556,0.233942,-1.108422554,-0.110484994,0.004798297,0.066596448,0,0,0,1,0
R_aXI9qfRUdUnH3kV,Default Response Set,Anonymous,,,24.55.130.37,0,03MAY16:10:56:00,03MAY16:11:12:00,1,200294,2,0,1,0,,0,,,,0,0,,1,8,2,2,2,3,3,5,5,5,3,9,,7,6,4,1,4,7,1,2,6,7,6,5,1,6,7,7,6,5,1,6,7,6,6,1,2,7,3,4,7,1,7,2,6,7,5,1,4,6,7,1,,2,,0,0,0,0,0,0,1,1,2,1,1,7,1,0,0,2,3,2,2,2,2,3,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,4,2,1,39,64,5,,2,1,,,,,,,40.28509521,-75.95230103,-1,7,7,6,7,7,7,89,7,6,31,84,22,-4.51805,-0.0889269,-0.183663,-0.846133,-1.286156745,-0.025314889,-0.052283487,-0.240869328,0,0,0,1,0
R_1C8vcjlM2gkb7F3,Default Response Set,Anonymous,,,75.74.75.16,0,03MAY16:11:05:00,03MAY16:11:17:00,1,200309,2,0,1,0,,0,,,,0,0,,1,8,2,1,1,1,2,5,5,4,2,9,,3,3,3,4,6,3,3,4,1,5,4,6,3,5,3,5,7,6,4,7,6,5,3,7,1,4,4,3,5,5,3,2,3,6,5,1,2,7,7,3,,2,,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5,3,2,1,10,54,4,,1,1,,,,,,,25.57949829,-80.54850006,-1,4,5,4,5,4,1,53,7,7,34,58,27,-4.51217,-0.646686,-2.95107,2.99664,-1.284482881,-0.184092598,-0.840083352,0.853055798,0,0,0,1,0
R_1WYJ1U1Ga9kQxF3,Default Response Set,Anonymous,,,104.54.74.195,0,03MAY16:11:13:00,03MAY16:11:24:00,1,200328,2,0,1,0,,0,,,,0,0,,1,8,1,2,4,3,4,5,5,5,4,9,,5,5,5,4,4,2,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5,7,4,2,4,6,2,4,2,4,2,4,6,7,3,2,6,4,1,,4,,0,0,0,0,0,0,1,1,2,2,1,2,1,0,0,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,6,6,6,6,6,6,1,5,2,1,0,34,52,2,,2,1,,,,,,,35.8480072,-78.70040131,-1,4,4,4,4,4,4,54,5,6,25,65,21,-3.34488,-3.85446,-4.35997,-2.90336,-0.952189545,-1.097252073,-1.241155991,-0.826501709,0,0,0,1,0
R_a4rKafEXeGMcuYl,Default Response Set,Anonymous,,,184.60.241.97,0,03MAY16:11:15:00,03MAY16:11:26:00,1,200331,0,0,1,0,,0,,,,0,0,,1,8,4,1,4,1,2,5,5,5,2,9,,5,5,4,4,7,2,2,4,5,5,4,4,3,4,4,4,7,3,4,5,6,7,7,4,4,2,4,2,5,3,4,2,5,7,6,3,5,4,4,3,,2,,0,0,0,0,0,0,2,1,1,1,1,7,1,0,0,3,3,3,1,1,3,2,3,1,2,7,7,7,7,7,7,4,4,4,4,4,4,2,5,4,2,1,11,55,3,,2,1,,,,,,,34.88200378,-84.1934967,-1,4,6,4,5,4,4,55,5,4,20,74,26,-5.22693,-5.07071,-4.1701,0.118645,-1.487954157,-1.44348289,-1.187105553,0.033774763,0,0,0,1,0
R_dd36xrOeLcIQrQh,Default Response Set,Anonymous,,,45.47.190.6,0,03MAY16:11:19:00,03MAY16:11:29:00,1,200348,2,0,1,0,,0,,,,0,0,,1,8,3,3,3,3,3,5,5,5,3,9,,6,7,5,4,7,7,2,2,4,4,7,7,4,4,4,5,1,4,3,7,7,6,6,3,3,7,7,5,7,1,6,2,6,7,7,3,4,5,4,3,,4,,0,0,0,0,0,0,4,2,3,3,1,5,1,0,0,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,1,1,3,1,1,2,1,5,6,1,0,33,56,4,,2,1,,,,,,,42.60969543,-73.86789703,-1,4,6,6,4,5,5,67,5,5,23,86,28,-4.35333,-4.71291,-3.24848,-0.0711546,-1.239265777,-1.34162769,-0.924747284,-0.020255634,0,0,0,1,0
R_57TD9SkA2wpWk7P,Default Response Set,Anonymous,,,130.86.170.196,0,03MAY16:11:25:00,03MAY16:11:31:00,1,200367,2,0,1,0,1,0,,,,0,0,,0,7,3,1,3,3,4,5,5,5,3,9,,4,5,4,4,1,6,2,4,4,5,4,1,4,4,5,5,5,3,3,5,5,5,7,4,5,5,4,2,5,1,5,2,5,5,5,7,4,4,2,1,,1,,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,2,1,2,1,1,2,1,3,3,4,1,1,1,1,1,1,4,4,4,4,4,4,2,1,2,1,0,5,49,4,,2,0,,1,,,,,38.56889343,-121.4383011,-1,4,6,4,4,5,4,61,1,3,13,67,15,-2.72735,-1.61174,-2.48141,1.04318,-0.776396808,-0.458815257,-0.706384881,0.296962848,0,0,0,1,0
R_3gwwqJcqTch9c57,Default Response Set,Anonymous,,,208.74.140.124,0,03MAY16:11:25:00,03MAY16:11:31:00,1,200372,2,0,1,0,,0,,,,0,0,,1,5,2,1,2,4,2,5,5,5,4,9,,1,7,3,2,5,6,3,1,1,5,6,4,2,4,5,5,4,3,3,5,4,5,7,3,4,6,2,4,5,2,5,2,5,6,5,3,4,4,3,1,,3,,0,0,0,0,0,0,2,1,2,1,1,6,1,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,6,1,2,1,33,29,2,,1,1,,,,,,,41.61779785,-74.10600281,-1,6,5,7,6,5,5,69,5,4,19,63,23,-4.47594,-4.57649,-3.28439,-0.462489,-1.27416926,-1.302792905,-0.934969811,-0.131657097,0,0,0,1,0
R_0jQdoJBX2O1n5dz,Default Response Set,Anonymous,,,98.19.130.91,0,03MAY16:11:29:00,03MAY16:11:38:00,1,200386,2,0,1,0,,0,,,,0,0,,1,4,2,3,2,1,3,5,5,5,3,9,,7,7,6,2,6,7,2,2,7,5,6,2,4,4,5,4,7,4,4,6,5,6,6,4,4,5,4,4,6,2,5,2,7,6,4,2,6,4,2,1,,2,,0,0,0,0,0,0,3,3,3,3,3,4,1,0,0,2,1,2,2,1,2,1,1,1,3,7,4,7,6,7,6,3,2,2,3,3,4,2,1,3,2,1,18,19,4,,2,1,,,,,,,37.04800415,-83.84850311,-1,6,6,6,4,4,4,64,6,4,20,89,22,-1.99447,-0.0343688,-0.971015,1.24366,-0.567767299,-0.009783793,-0.276419582,0.354033642,0,0,0,1,0
