V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apples,Q2_4_blueberries,Q2_4_feijoas,Q2_4_rambutan,Q2_4_loquat,Q2_4_peaches,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q3_8,Q3_8_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_iron,Q7_1_vitC,Q7_1_potassium,Q7_1_calcium,Q7_1_vitD,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q9_2_1,Q9_2_2,Q9_2_3,Q9_2_4,Q9_2_5,Q9_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_7,Q11_8,Q11_8_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_9ZHH7WGQ9PzrLXT,Default Response Set,Anonymous,,,62.42.17.178,0,04MAY16:18:51:00,04MAY16:19:00:00,1,600088,2,0,1,,0,,,,,,,,1,5,1,1,1,1,2,4,5,5,2,5,,7,7,4,3,4,7,2,3,6,5,7,5,3,5,5,5,6,3,3,6,7,4,6,3,4,5,6,1,5,5,5,2,6,6,6,4,6,4,3,6,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,2,1,1,3,2,3,1,2,7,7,7,7,7,7,2,2,2,2,3,3,2,6,1,3,1,30,5,,43.46470642,-3.804397583,-1,5,6,5,5,5,5,66,4,4,18,86,26,-5.52631,-3.53038,-4.65463,0.160721,-1.960602126,-1.252494075,-1.651350987,0.057019953,0,0,0,0,1
R_00KRuT7TWcxuxlX,Default Response Set,Anonymous,,,83.34.216.28,0,04MAY16:19:35:00,04MAY16:19:45:00,1,600094,2,0,1,,1,,,,,1,1,,0,4,3,1,1,1,4,5,5,5,3,5,,1,7,5,3,7,7,1,1,7,7,7,5,1,4,7,7,7,7,1,7,7,7,7,1,1,7,7,1,7,4,7,2,7,7,6,3,5,7,5,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,3,3,3,3,3,2,3,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,3,18,2,,41.64529419,-0.884902954,-1,5,7,7,7,7,7,86,5,7,31,88,30,-4.61315,-3.76399,-3.68936,-2.14681,-1.636634879,-1.335373295,-1.308896363,-0.761636653,0,0,0,0,1
R_25ATsBSEersN6Bf,Default Response Set,Anonymous,,,47.59.60.133,0,04MAY16:21:44:00,04MAY16:21:57:00,1,600103,2,0,1,,0,,,,,,,,1,6,1,1,2,1,3,5,5,5,3,5,,6,7,5,3,5,5,2,4,4,6,7,3,3,5,6,5,7,5,3,5,6,6,7,3,4,5,5,1,6,4,7,2,4,7,7,5,3,5,1,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,3,1,2,3,2,1,1,5,0,0,0,0,0,0,4,3,3,4,4,4,1,5,3,2,1,38,1,,40.41650391,-3.702606201,-1,5,6,4,5,5,5,70,3,4,18,80,24,-4.35816,-1.33525,-3.53781,-1.15539,-1.546170548,-0.473714647,-1.255130061,-0.409904636,0,0,0,0,1
R_81BkfD0fH2PJAO1,Default Response Set,Anonymous,,,83.97.181.122,0,04MAY16:23:40:00,04MAY16:23:49:00,1,600109,2,0,1,,0,,,,,,,,1,6,1,1,1,1,3,1,5,5,3,5,,4,7,5,1,4,7,1,1,5,7,6,2,1,7,7,7,5,5,4,5,6,6,5,1,3,7,4,1,7,2,7,2,6,4,4,2,5,5,4,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,3,3,3,3,3,1,3,5,0,0,0,0,0,0,2,2,2,2,2,2,2,5,5,2,1,39,2,,43.53570557,-5.661499023,-1,7,7,7,7,4,7,88,6,5,25,75,18,-3.97028,-1.47407,-4.07568,-2.84317,-1.408560035,-0.52296465,-1.445953425,-1.008688464,0,0,0,0,1
R_cPiJgTMk8ZfP1jv,Default Response Set,Anonymous,,,85.54.57.180,0,05MAY16:00:55:00,05MAY16:01:18:00,1,600120,2,0,1,,0,,,,,,,,1,3,1,1,1,1,3,5,5,5,3,5,,6,4,4,4,5,4,5,5,6,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,7,3,4,5,4,5,2,5,5,3,4,3,5,5,1,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,3,3,1,3,3,3,1,5,0,0,0,0,0,0,3,3,3,3,4,4,2,4,3,3,1,8,3,,42.46670532,-2.449996948,-1,4,3,3,4,4,4,56,4,4,22,62,20,-6.25855,-4.04714,-3.28098,-1.73802,-2.2203833,-1.435828118,-1.164012942,-0.616607774,0,0,0,0,1
R_6y7FuiJpsxSUhpz,Default Response Set,Anonymous,,,217.124.245.62,0,05MAY16:02:52:00,05MAY16:02:57:00,1,600138,2,0,1,,0,,,,,,,,1,5,1,1,2,1,4,5,5,5,3,5,,3,5,4,3,3,4,2,4,5,4,4,3,2,4,3,5,5,5,3,6,6,5,7,3,2,3,6,4,5,2,5,2,5,5,5,5,3,3,5,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,3,2,3,3,3,3,1,5,0,0,0,0,0,0,2,2,2,2,2,2,2,1,4,1,0,21,5,,42.23280334,-8.722595215,-1,5,6,4,6,5,5,60,3,6,22,69,21,-2.74014,-3.11419,-2.4113,-1.15858,-0.972135893,-1.104839854,-0.855471355,-0.411036372,0,0,0,0,1
R_0Nhz5FYnYKP7uhD,Default Response Set,Anonymous,,,85.87.241.89,0,05MAY16:02:48:00,05MAY16:03:26:00,1,600137,2,0,1,,0,,,,,,,,1,4,2,1,1,2,3,5,5,5,3,5,,5,6,5,3,4,4,2,4,4,5,5,2,3,6,6,5,7,4,2,6,5,5,6,4,4,6,4,3,6,4,5,2,4,5,5,4,4,5,3,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,3,2,1,2,1,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,1,1,3,1,0,18,7,FP II,40.41720581,-3.684005737,-1,5,6,4,5,6,4,69,4,4,20,71,22,-1.55265,-2.91291,-1.5061,-0.0421524,-0.550842948,-1.033430542,-0.534328125,-0.01495466,0,0,0,0,1
R_8eONkAuwxhsQDiZ,Default Response Set,Anonymous,,,90.174.161.57,0,05MAY16:03:35:00,05MAY16:03:45:00,1,600148,2,0,1,,0,,,,,,,,0,6,1,2,1,1,4,5,5,5,3,5,,6,6,2,6,6,3,3,5,4,3,3,3,6,4,5,4,7,7,5,6,6,3,6,6,2,7,2,2,6,5,7,2,6,7,4,1,1,7,7,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,2,1,2,1,2,1,5,0,0,0,0,0,0,1,1,1,1,1,2,2,1,4,2,1,37,4,,37.43809509,-4.195205688,-1,2,5,3,2,3,2,53,7,6,34,62,26,0.541537,-1.70572,0.837446,-0.449023,0.192124328,-0.605148509,0.297105737,-0.159302581,0,0,0,0,1
R_aVqqe8EDKbDnx6B,Default Response Set,Anonymous,,,79.170.8.211,0,05MAY16:03:36:00,05MAY16:03:49:00,1,600151,2,0,1,,0,,,,,,,,1,4,4,1,1,1,3,5,5,5,3,5,,4,5,5,4,6,3,4,3,5,4,5,6,6,5,5,5,6,3,5,6,6,4,7,4,3,5,6,2,5,7,3,2,3,7,5,5,2,6,5,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,2,1,1,2,2,1,1,5,0,0,0,0,0,0,1,1,4,2,3,3,2,1,3,4,1,12,5,,40.41650391,-3.702606201,-1,4,4,5,2,3,4,54,3,5,22,68,32,-5.45334,-2.10726,-3.96421,2.18262,-1.934714122,-0.747605262,-1.406406545,0.774341181,0,0,0,0,1
R_0NElpVEaR4Vh4Yl,Default Response Set,Anonymous,,,95.23.28.34,0,05MAY16:05:57:00,05MAY16:06:05:00,1,600168,2,0,1,,0,,,,,,,,1,8,1,1,2,1,3,2,5,5,3,5,,7,7,6,4,5,7,4,4,5,4,7,7,6,4,4,4,7,7,4,7,7,7,7,6,1,4,3,2,4,6,4,2,7,7,6,7,6,6,6,1,,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,2,3,1,1,3,2,3,1,4,3,3,3,3,3,3,1,1,1,1,1,1,1,5,3,2,1,55,3,,41.38879395,2.158996582,-1,4,4,4,2,4,2,48,1,7,27,91,32,-5.7348,-4.52008,-3.16556,-0.268536,-2.034569373,-1.603615877,-1.123064697,-0.095270126,0,0,0,0,1
R_eQEgnCEwXRfuLHL,Default Response Set,Anonymous,,,150.214.112.11,0,05MAY16:06:28:00,05MAY16:06:39:00,1,600175,2,0,1,,1,,,,,,,,0,6,1,1,2,1,5,5,5,5,1,5,,5,6,3,3,2,5,2,2,4,6,5,3,2,6,6,6,6,6,3,5,6,6,6,4,3,6,5,3,6,3,6,2,6,6,5,3,4,6,6,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,2,2,2,2,2,2,1,1,7,4,2,33,6,,37.89160156,-4.772705078,-1,5,6,6,6,5,4,74,5,5,28,75,19,-6.00203,-0.343161,-3.00967,0.833912,-2.129376162,-0.121745285,-1.067758667,0.295851959,0,0,0,0,1
R_8Cb5wRnIM44XHbT,Default Response Set,Anonymous,,,77.27.56.157,0,05MAY16:06:36:00,05MAY16:06:41:00,1,600177,2,0,1,,0,,,,,,,,1,8,3,1,2,1,4,5,5,5,2,5,,7,7,1,1,6,7,1,2,7,7,5,5,2,7,7,7,7,7,1,7,7,7,7,2,4,7,1,1,7,7,7,2,7,7,1,1,1,7,7,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,3,1,1,3,2,3,1,2,1,1,1,1,1,1,4,4,4,4,4,4,2,5,1,1,0,68,2,,42.90400696,-8.742706299,-1,7,7,6,6,7,6,88,7,4,32,73,32,-5.16806,-5.23522,-4.48183,-0.432996,-1.833503626,-1.857330382,-1.590045695,-0.153616586,0,0,0,0,1
R_6YFIEktetVvaNAV,Default Response Set,Anonymous,,,80.39.225.16,0,05MAY16:08:40:00,05MAY16:08:51:00,1,600188,2,0,1,,0,,,,,,,,1,8,1,1,1,1,3,5,5,5,3,5,,4,5,2,4,3,4,2,2,5,7,2,2,2,7,7,7,7,7,3,5,6,6,7,4,2,7,6,1,7,4,5,2,4,7,4,1,3,6,6,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,2,4,3,4,4,4,1,5,3,2,1,59,2,,36.72019958,-4.420303345,-1,4,6,6,6,5,4,78,7,6,32,66,21,-1.47156,-0.483886,-1.48149,0.823853,-0.522074162,-0.171671137,-0.525597088,0.292283267,0,0,0,0,1
R_85GNBUE9nIfCsiF,Default Response Set,Anonymous,,,83.55.249.91,0,05MAY16:11:35:00,05MAY16:11:46:00,1,600196,2,0,1,,0,,,,,,,,1,8,1,2,3,2,5,4,5,5,3,5,,7,6,5,3,5,6,1,2,5,6,6,5,3,5,6,6,6,5,3,5,6,5,6,2,2,6,5,4,6,5,5,2,6,7,5,2,5,6,5,1,,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,2,2,2,1,2,2,3,1,3,6,6,6,6,6,6,2,2,2,2,2,2,1,5,1,1,0,51,3,,42.23280334,-8.722595215,-1,5,7,6,5,5,6,74,6,6,28,84,26,-5.18395,-1.90634,-0.545333,0.0895286,-1.839141016,-0.676323669,-0.193471057,0.031762598,0,0,0,0,1
R_0dlvDHs8E4z9Emp,Default Response Set,Anonymous,,,85.155.82.86,0,05MAY16:14:14:00,05MAY16:14:25:00,1,600204,2,0,1,,0,,,,,,,,1,5,1,1,1,1,3,5,5,5,3,5,,6,6,7,4,7,7,2,4,5,6,6,4,3,5,5,6,7,6,4,7,7,6,7,4,3,5,6,2,6,2,5,2,6,6,7,4,4,5,4,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,3,3,3,3,2,3,1,5,0,0,0,0,0,0,1,1,2,1,2,2,2,3,2,4,3,27,2,,28.46560669,-16.30810547,-1,4,6,4,5,4,4,65,4,5,24,88,27,-5.28651,-3.90441,-4.25939,-1.98526,-1.875526842,-1.38519094,-1.511129323,-0.704322591,0,0,0,0,1
R_cYIV0pFLAUh0fYx,Default Response Set,Anonymous,,,212.106.253.24,0,05MAY16:14:14:00,05MAY16:14:30:00,1,600205,2,0,1,,0,,,,,,,,1,5,1,1,1,1,2,5,5,5,1,5,,7,7,1,1,7,7,1,1,4,7,7,7,1,7,7,7,7,7,1,7,7,7,7,1,1,7,1,1,7,7,7,2,7,7,4,4,4,7,7,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,1,1,1,1,1,1,1,1,3,2,1,22,2,,40.41720581,-3.684005737,-1,7,7,7,7,7,7,91,4,7,32,78,35,-5.35943,-4.82042,-4.70374,-0.464197,-1.901397108,-1.710169299,-1.668774036,-0.164685952,0,0,0,0,1
R_6eY0oy9Q7flBrZX,Default Response Set,Anonymous,,,213.181.69.132,0,05MAY16:15:45:00,05MAY16:15:55:00,1,600215,2,0,1,,0,,,,,,,,1,7,1,1,1,1,1,5,4,5,3,5,,7,7,4,1,7,6,1,1,6,7,7,5,1,7,7,7,7,5,1,7,7,6,7,1,3,7,2,1,7,7,7,2,6,7,5,3,5,4,5,6,,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,4,5,4,5,5,4,2,1,2,3,1,44,3,,38.47779846,-0.791595459,-1,7,7,7,7,7,7,91,5,5,24,83,33,-4.17322,-4.44936,-3.26206,-2.75396,-1.480558276,-1.578526119,-1.15730058,-0.977038898,0,0,0,0,1
R_0Ic5UQf57zO1nSd,Default Response Set,Anonymous,,,89.29.189.86,0,05MAY16:16:14:00,05MAY16:16:21:00,1,600220,2,0,1,,1,,,,,,,,0,5,2,1,1,1,3,5,5,5,3,5,,7,7,3,3,7,5,3,4,4,7,7,5,3,5,6,6,5,6,3,7,3,4,7,5,2,7,4,2,7,6,7,2,5,5,6,4,5,5,5,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,1,1,1,1,3,2,2,1,4,2,1,22,5,,38.47779846,-0.791595459,-1,5,5,4,5,5,3,72,4,6,26,72,32,-4.94726,-4.87047,-4.192,-0.54493,-1.755169086,-1.727925838,-1.487220969,-0.193328083,0,0,0,0,1
R_0Pd6ADQCqnnvT25,Default Response Set,Anonymous,,,88.17.69.155,0,05MAY16:16:15:00,05MAY16:16:23:00,1,600247,2,0,1,,0,,,,,,,,1,7,1,1,1,1,1,5,5,5,1,5,,6,6,3,2,6,4,1,2,4,6,7,5,2,6,7,7,7,5,2,6,6,7,6,2,4,7,4,5,7,6,7,2,6,6,5,3,4,5,4,6,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,3,1,1,3,2,3,1,4,4,4,4,4,4,4,3,3,3,3,4,3,2,2,4,4,1,44,2,,38.02609253,-1.114395142,-1,6,7,6,6,6,6,84,5,4,23,80,29,-4.96445,-5.35197,-3.76103,-0.570046,-1.761267686,-1.898750479,-1.334323158,-0.202238637,0,0,0,0,1
R_8iFHjQ1X93c6AoB,Default Response Set,Anonymous,,,83.32.211.192,0,05MAY16:16:17:00,05MAY16:16:25:00,1,600260,2,0,1,,0,,,,,,,,1,7,1,2,2,2,5,5,5,5,2,5,,6,7,6,1,7,7,1,1,5,7,6,6,2,6,7,7,7,4,2,6,7,6,7,1,4,6,4,3,6,4,6,2,6,6,7,3,6,4,4,6,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,3,3,3,3,4,4,2,1,5,1,0,43,2,,41.49229431,2.033004761,-1,7,7,7,6,6,7,85,5,4,21,89,30,-4.18389,-3.16633,-1.38918,-3.70616,-1.484343735,-1.123337874,-0.492847716,-1.3148566,0,0,0,0,1
R_6SBDo2pgiT8lNlz,Default Response Set,Anonymous,,,37.11.176.251,0,05MAY16:16:15:00,05MAY16:16:28:00,1,600244,2,0,1,,0,,,,,,,,1,6,1,1,1,1,5,5,5,5,3,5,,6,6,5,2,5,5,1,1,6,7,5,4,1,7,7,7,4,2,1,5,6,5,7,2,6,7,5,5,7,1,7,2,6,7,6,5,6,2,3,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,7,7,7,7,6,7,1,1,2,3,2,31,2,,40.45539856,-3.469696045,-1,6,7,7,7,7,6,89,3,2,12,83,22,-5.96549,-5.90166,-4.8952,-0.40674,-2.116412647,-2.093767295,-1.736699448,-0.144301588,0,0,0,0,1
