V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apples,Q2_4_blueberries,Q2_4_feijoas,Q2_4_rambutan,Q2_4_loquat,Q2_4_peaches,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q3_8,Q3_8_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_iron,Q7_1_vitC,Q7_1_potassium,Q7_1_calcium,Q7_1_vitD,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q9_2_1,Q9_2_2,Q9_2_3,Q9_2_4,Q9_2_5,Q9_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_7,Q11_8,Q11_8_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_cuODGb7891PvIe9,Default Response Set,Anonymous,,,87.223.94.123,0,04MAY16:19:36:00,04MAY16:19:47:00,1,600096,2,0,1,,0,,,,,,,,1,6,2,1,1,2,2,3,5,5,3,5,,5,7,4,2,5,5,2,3,5,7,6,4,2,6,5,1,5,4,2,5,6,7,6,3,3,6,4,3,4,2,7,2,6,4,4,2,5,7,6,1,,1,,0,0,0,0,0,0,2,2,2,2,2,4,1,0,0,1,2,2,1,2,2,1,3,2,4,4,5,3,4,4,4,3,3,3,3,4,4,1,2,2,1,0,34,5,,40.41720581,-3.684005737,-1,6,6,5,6,6,5,70,6,5,28,76,22,-1.44751,-0.0103668,-1.09072,0.555521,-0.507005205,-0.003631078,-0.382035853,0.194576921,0,0,0,1,0
R_3n121TLaPxy2ryt,Default Response Set,Anonymous,,,88.8.101.84,0,04MAY16:22:38:00,04MAY16:22:52:00,1,600107,2,0,1,,0,,,,,,,,1,4,1,1,3,1,1,5,5,5,4,5,,4,6,4,2,5,6,2,2,2,6,6,4,2,6,6,6,7,6,2,6,6,6,5,4,2,6,5,2,6,3,6,2,5,5,4,2,4,6,4,1,,1,,0,0,0,0,0,0,1,1,1,1,1,5,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,1,16,2,,37.89160156,-4.772705078,-1,6,6,6,6,6,4,76,6,6,28,72,23,-4.46703,-3.89668,-4.99821,-0.391547,-1.564623015,-1.364852085,-1.750674251,-0.137143348,0,0,0,1,0
R_06SuUifgpnEn2Kx,Default Response Set,Anonymous,,,79.147.88.246,0,05MAY16:00:36:00,05MAY16:00:43:00,1,600114,2,0,1,,0,,,,,,,,1,4,1,1,2,1,2,5,5,5,1,5,,6,7,6,1,4,6,1,1,5,6,7,2,1,7,7,7,5,5,1,6,7,7,7,1,5,7,7,3,7,7,7,2,6,7,6,4,6,5,3,2,,1,,0,0,0,0,0,0,3,3,3,3,3,4,1,0,0,2,3,2,1,1,1,2,1,1,3,7,7,7,7,7,7,4,4,4,4,4,4,2,6,2,4,3,19,5,,43.36030579,-5.844802856,-1,7,7,7,7,7,7,90,4,3,20,91,26,-6.39896,-0.154488,-5.66098,0.836594,-2.241301287,-0.054111004,-1.982816232,0.293025618,0,0,0,1,0
R_5vjxsBPD7v0ixpj,Default Response Set,Anonymous,,,161.111.228.19,0,05MAY16:02:10:00,05MAY16:02:18:00,1,600130,2,0,1,,0,,,,,,,,1,4,1,1,2,2,3,5,5,5,3,5,,5,7,5,1,6,6,1,1,2,7,6,2,1,7,7,7,7,6,1,7,7,5,7,1,3,7,6,1,7,4,7,2,6,7,6,6,5,6,2,1,,3,,0,0,0,0,0,0,3,3,3,3,3,5,1,0,0,2,1,2,1,1,1,2,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,4,3,15,2,,40.41650391,-3.702606201,-1,7,7,7,7,7,7,91,2,5,21,81,26,-3.53103,0.0128695,-5.37128,0.811409,-1.236779427,0.004507674,-1.88134584,0.284204314,0,0,0,1,0
R_9RfI1Z614bthboh,Default Response Set,Anonymous,,,87.223.73.97,0,05MAY16:01:40:00,05MAY16:03:01:00,1,600124,2,0,1,,0,,,,,,,,1,5,1,1,2,1,2,4,5,5,2,5,,5,5,3,5,6,3,5,5,5,5,3,3,4,6,5,6,5,4,5,5,5,5,5,5,4,6,5,5,3,4,3,2,5,5,2,5,3,5,4,1,,1,,0,0,0,0,0,0,3,3,3,3,3,4,1,0,0,2,1,2,2,1,2,2,2,1,4,3,2,2,3,4,4,2,2,2,2,2,2,1,1,2,3,2,23,4,,40.41720581,-3.684005737,-1,3,3,3,4,3,3,53,3,4,20,64,23,-3.48911,-1.9395,0.606336,1.61884,-1.222096518,-0.679329742,0.212375395,0.567015292,0,0,0,1,0
R_3xulUjtmhejMl3T,Default Response Set,Anonymous,,,62.83.141.160,0,05MAY16:03:10:00,05MAY16:03:20:00,1,600142,2,0,1,,0,,,,,,,,1,5,2,1,2,2,5,5,5,5,4,5,,5,5,3,3,5,5,3,3,3,5,5,2,3,3,3,5,7,5,3,6,5,5,6,6,3,5,3,3,5,2,5,2,5,5,5,3,5,5,5,1,,3,,0,0,0,0,0,0,3,3,3,3,3,5,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,3,4,4,3,3,3,2,1,4,3,2,24,2,,41.38879395,2.158996582,-1,5,5,5,5,5,2,58,5,5,25,69,21,-5.49373,-4.69466,-4.62987,-0.0549304,-1.924235207,-1.644352754,-1.621659393,-0.019239935,0,0,0,1,0
R_78VFNYxuWhyeKUt,Default Response Set,Anonymous,,,62.57.38.123,0,05MAY16:03:17:00,05MAY16:03:29:00,1,600144,2,0,1,,0,,,,,,,,1,8,1,1,1,2,4,4,5,5,1,5,,7,7,2,1,7,7,1,1,6,7,7,6,1,7,7,7,7,6,1,7,7,7,7,1,1,7,3,2,7,4,7,2,7,7,7,1,1,7,7,6,,1,,0,0,0,0,0,0,2,2,2,2,2,5,1,0,0,2,2,2,1,1,1,2,1,1,2,7,7,7,7,7,7,1,1,1,1,1,1,1,5,0,2,1,55,5,,41.542099,2.444503784,-1,7,7,7,7,7,7,91,7,7,34,84,31,-5.8876,0.182283,-2.37688,0.800577,-2.062192209,0.063846488,-0.832526567,0.280410295,0,0,0,1,0
R_3ZNO03XTOEna3SR,Default Response Set,Anonymous,,,188.77.253.57,0,05MAY16:04:40:00,05MAY16:04:54:00,1,600164,2,0,1,,0,1,,,,,,,0,4,1,1,2,3,3,5,5,5,1,5,,2,7,7,7,1,7,1,2,7,7,7,1,1,7,7,7,6,5,1,2,0,7,7,1,6,7,7,1,7,1,7,2,7,7,7,5,3,6,3,1,,1,,0,0,0,0,0,0,3,3,3,3,3,6,1,0,0,2,2,2,1,2,2,3,1,1,5,0,0,0,0,0,0,2,2,3,2,2,2,2,6,2,3,2,11,3,,41.38879395,2.158996582,-1,1,7,6,7,7,7,84,3,2,19,82,12,-4.47352,0.133475,-1.1441,0.402688,-1.566896204,0.046750986,-0.400732744,0.141045597,0,0,0,1,0
R_0Gr3WnhrJD7ZDed,Default Response Set,Anonymous,,,2.136.59.204,0,05MAY16:05:43:00,05MAY16:05:50:00,1,600166,2,0,1,,0,,,,,,,,1,6,1,2,1,2,4,5,5,3,3,5,,6,6,4,5,4,4,1,4,4,5,6,5,4,4,6,4,4,5,2,6,6,6,7,3,6,5,3,3,7,5,7,2,5,5,4,2,2,6,5,1,,3,,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,2,1,3,1,1,2,1,1,1,3,4,3,3,4,3,3,3,3,3,4,3,3,1,1,7,2,1,37,5,,40.41650391,-3.702606201,-1,3,7,4,4,6,5,67,6,2,24,68,27,-2.11986,-2.95182,-3.67771,0.678202,-0.742502679,-1.033905192,-1.2881556,0.237547198,0,0,0,1,0
R_6Qq4CrI3oWFVhOd,Default Response Set,Anonymous,,,188.79.225.100,0,05MAY16:05:46:00,05MAY16:06:14:00,1,600167,2,0,1,,0,,,,,,,,1,8,1,1,1,1,3,5,5,5,3,5,,7,7,7,7,5,7,7,2,7,7,7,6,1,7,7,7,7,5,1,5,7,7,7,1,3,7,7,1,7,5,7,2,7,7,7,3,1,3,6,1,,1,,0,0,0,0,0,0,3,3,4,3,3,4,1,0,0,2,2,2,2,1,2,3,1,1,1,7,7,7,7,7,7,4,4,3,3,3,3,1,1,6,3,1,52,2,,41.38879395,2.158996582,-1,1,1,6,7,7,7,78,5,5,24,93,28,-5.70833,-0.112841,0.508384,0.0767745,-1.999401055,-0.039523716,0.178066704,0.026891055,0,0,0,1,0
R_cUSesBV0K14DO5f,Default Response Set,Anonymous,,,79.157.180.232,0,05MAY16:06:54:00,05MAY16:07:09:00,1,600180,2,0,1,,0,,,,,,,,1,8,1,3,2,3,3,3,5,5,3,5,,4,5,4,4,6,4,3,3,4,4,4,4,4,4,5,5,5,4,3,4,4,5,6,4,4,5,4,3,4,4,5,2,5,5,5,4,3,5,4,1,,1,,0,0,0,0,0,0,2,2,3,2,2,4,1,0,0,3,3,3,3,3,3,3,3,1,5,0,0,0,0,0,0,6,6,6,6,5,7,1,5,4,2,1,58,2,,40.41650391,-3.702606201,-1,4,5,5,4,5,4,59,4,4,21,64,24,-3.50156,-4.98728,-2.42886,-2.40504,-1.226457258,-1.746845907,-0.850733095,-0.842389896,0,0,0,1,0
R_3KPlqXs61eAqWaN,Default Response Set,Anonymous,,,85.85.22.195,0,05MAY16:07:24:00,05MAY16:07:34:00,1,600181,2,0,1,,0,,,,,,,,1,8,2,1,1,1,1,5,5,5,3,5,,6,6,5,3,7,7,2,2,5,5,6,2,1,6,6,7,7,6,2,5,7,7,7,1,1,7,3,1,6,2,6,2,7,6,7,1,4,7,7,1,,2,,0,0,0,0,0,0,3,4,4,4,4,5,1,0,0,2,2,2,2,1,2,2,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,5,1,2,1,51,2,,43.3493042,-3.009399414,-1,5,6,6,7,6,7,80,7,7,34,84,23,-6.94114,-0.472912,-0.185508,0.531826,-2.431205386,-0.165642272,-0.064976077,0.186277504,0,0,0,1,0
R_8HRProrXkUVtGHX,Default Response Set,Anonymous,,,47.63.54.202,0,05MAY16:12:09:00,05MAY16:12:18:00,1,600199,2,0,1,,0,,,,,,,,1,8,4,1,4,3,5,5,5,5,3,5,,6,7,3,2,5,7,1,2,6,7,6,4,1,6,7,7,7,5,2,5,7,7,6,3,5,7,3,2,7,4,7,2,7,7,7,3,3,5,5,1,,1,,0,0,0,0,0,0,2,2,2,2,2,6,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,2,1,50,2,,37.43809509,-4.195205688,-1,6,7,6,7,6,5,85,5,3,23,85,24,-5.14556,-6.14467,-4.05745,-0.183887,-1.802285098,-2.15223361,-1.421163424,-0.064408305,0,0,0,1,0
R_bybRBMuyQgKHqmN,Default Response Set,Anonymous,,,188.77.165.38,0,05MAY16:14:27:00,05MAY16:15:00:00,1,600207,2,0,1,,0,,,,,,,,1,8,1,1,1,1,3,5,5,5,1,5,,7,7,6,2,7,7,1,1,7,7,7,6,2,6,7,6,7,4,4,5,7,7,7,3,6,7,5,2,7,5,6,2,7,7,7,5,5,5,5,1,,2,,0,0,0,0,0,0,4,2,2,4,3,7,1,0,0,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,4,4,4,4,4,4,2,5,2,1,0,54,3,,41.11669922,1.25,-1,6,7,7,6,4,5,81,3,2,19,95,30,-6.84691,-5.99995,-5.23964,0.0149537,-2.398200363,-2.101543947,-1.835237582,0.005237687,0,0,0,1,0
R_0N9SEag1eNPwfFX,Default Response Set,Anonymous,,,83.36.1.219,0,05MAY16:16:13:00,05MAY16:16:19:00,1,600218,2,0,1,,0,,,,,,,,1,5,2,1,1,1,2,5,5,2,3,5,,4,5,4,4,5,4,3,4,4,4,4,4,3,4,5,4,4,4,3,5,5,5,6,4,3,5,4,4,4,4,4,2,4,4,4,3,4,5,5,1,,1,,0,0,0,0,0,0,4,3,5,4,4,4,1,0,0,2,1,3,2,1,3,2,3,1,5,0,0,0,0,0,0,2,3,3,3,3,3,1,1,4,3,2,22,2,,36.72669983,-4.434799194,-1,4,5,4,5,5,4,57,5,5,24,63,24,-3.0432,-3.09015,-2.81843,-0.245614,-1.065911973,-1.082356691,-0.987183978,-0.086028819,0,0,0,1,0
R_78aXQ8sPyW8zwnX,Default Response Set,Anonymous,,,84.127.208.108,0,05MAY16:16:15:00,05MAY16:16:20:00,1,600234,2,0,1,,0,,,,,,,,1,4,2,2,1,2,3,5,5,5,3,5,,4,7,6,4,6,7,4,4,7,4,7,4,4,4,4,4,7,4,4,7,7,7,7,4,4,4,7,1,4,6,4,2,7,7,7,6,7,6,1,1,,1,,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,2,2,2,2,1,1,2,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,4,3,3,1,12,2,,39.66220093,-0.217498779,-1,4,4,4,4,4,4,52,2,4,17,95,30,-5.59822,0.768054,-1.05015,0.416172,-1.9608339,0.269018781,-0.367825795,0.145768506,0,0,0,1,0
R_5nchvEti9zRsCvb,Default Response Set,Anonymous,,,88.26.172.186,0,05MAY16:16:15:00,05MAY16:16:22:00,1,600242,2,0,1,,0,,,,,,,,1,4,1,1,1,1,1,5,5,5,3,5,,6,6,6,4,4,5,4,4,4,4,5,1,4,4,4,4,6,4,4,5,6,5,6,4,2,4,6,2,4,3,4,2,5,7,5,4,5,6,3,1,,2,,0,0,0,0,0,0,2,2,2,2,2,4,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,2,2,3,4,4,2,1,1,2,1,16,2,,36.42759705,-5.145904541,-1,4,4,4,4,4,4,52,4,6,23,79,19,-6.32498,-5.36181,-5.26461,0.196092,-2.215389034,-1.878028875,-1.84398358,0.068683232,0,0,0,1,0
R_d6FOQNQ76uPu0F7,Default Response Set,Anonymous,,,84.127.222.213,0,05MAY16:16:18:00,05MAY16:16:24:00,1,600264,2,0,1,,0,,,,,,,,1,5,1,1,1,1,2,5,5,5,1,5,,7,6,1,6,7,2,7,7,6,6,1,6,6,1,4,3,7,7,3,7,5,6,6,6,1,5,2,2,5,7,6,2,6,5,1,1,7,7,7,1,,1,,0,0,0,0,0,0,1,1,1,1,2,2,1,0,0,1,1,2,2,1,1,2,1,1,4,2,1,2,1,2,2,1,1,2,2,2,2,2,1,6,4,3,22,3,,39.66220093,-0.217498779,-1,2,1,1,2,5,2,43,7,7,35,64,33,-1.66294,-0.323458,-1.99271,0.804725,-0.582461769,-0.113294478,-0.69796709,0.281863174,0,0,0,1,0
R_cwNvhLeknoZpzFP,Default Response Set,Anonymous,,,87.222.242.170,0,05MAY16:16:15:00,05MAY16:16:26:00,1,600240,2,0,1,,0,,,,,,,,1,5,1,1,3,1,3,5,5,5,4,5,,7,6,5,4,6,8,2,1,6,7,7,4,6,6,6,7,7,7,4,4,7,7,7,1,6,5,8,7,7,4,7,2,6,7,7,3,4,7,5,1,,1,,0,0,0,0,0,0,3,3,3,3,3,4,1,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,4,3,30,3,,40.41650391,-3.702606201,-1,4,6,7,2,4,7,75,5,2,26,99,25,-2.28717,-0.841133,-1.74719,0.748143,-0.801104721,-0.294615449,-0.611971195,0.262044749,0,0,0,1,0
R_0vtx8acLVGj5y9T,Default Response Set,Anonymous,,,84.77.59.233,0,05MAY16:16:17:00,05MAY16:16:27:00,1,600257,2,0,1,,0,1,,,,,,,0,6,1,1,1,1,2,5,5,5,3,5,,6,4,3,5,7,4,4,4,4,4,4,5,5,5,4,4,4,4,3,6,4,4,6,6,5,4,4,1,5,4,6,2,7,4,3,5,4,5,4,1,,1,,0,0,0,0,0,0,1,1,1,1,1,4,1,0,0,2,1,3,2,3,1,1,3,3,5,0,0,0,0,0,0,3,3,3,3,3,3,2,6,2,4,3,33,4,,41.7250061,1.826599121,-1,3,4,4,3,5,2,53,3,3,19,60,28,0.232657,-1.65439,-1.42447,-1.22816,0.081490497,-0.579467044,-0.498935209,-0.43017562,0,0,0,1,0
R_eLg9qcqOUOCyltb,Default Response Set,Anonymous,,,90.75.219.212,0,05MAY16:16:24:00,05MAY16:16:28:00,1,600300,2,0,1,,0,,,,,,,,1,5,1,1,1,1,1,5,5,5,1,5,,4,5,3,6,6,2,6,6,6,6,2,6,5,5,5,5,5,5,4,4,4,4,4,4,4,6,2,2,6,6,6,2,4,5,3,5,2,5,6,1,,1,,0,0,0,0,0,0,3,2,3,2,2,2,1,0,0,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,4,4,3,21,3,,41.38879395,2.158996582,-1,2,2,2,3,4,4,56,3,4,23,53,26,-3.30593,-0.233908,0.335921,0.395838,-1.157935846,-0.081928673,0.117659771,0.138646314,0,0,0,1,0
