V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apples,Q2_4_blueberries,Q2_4_feijoas,Q2_4_rambutan,Q2_4_loquat,Q2_4_peaches,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q3_8,Q3_8_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_iron,Q7_1_vitC,Q7_1_potassium,Q7_1_calcium,Q7_1_vitD,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q9_2_1,Q9_2_2,Q9_2_3,Q9_2_4,Q9_2_5,Q9_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_7,Q11_8,Q11_8_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_8fcDoZQr5Y3gYvj,Default Response Set,Anonymous,,,47.60.32.27,0,04MAY16:19:28:00,04MAY16:19:53:00,1,600092,2,0,1,,0,,,,,,,,1,4,1,1,1,1,2,2,5,5,3,5,,2,6,4,2,6,7,4,3,5,5,6,4,3,5,6,5,6,6,1,7,6,6,7,4,4,6,5,7,5,6,6,2,4,7,7,1,7,7,5,1,,3,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,1,1,5,0,0,0,0,0,0,1,1,3,1,1,2,2,1,2,2,1,17,4,,40.41650391,-3.702606201,-1,6,4,5,5,7,4,69,7,4,29,85,30,-0.780148,-1.43126,-2.98346,0.989996,-0.281639844,-0.51669663,-1.077053595,0.357396697,0,1,0,0,0
R_ef9kyDJLG2HO2eF,Default Response Set,Anonymous,,,95.16.253.179,0,04MAY16:22:05:00,04MAY16:22:17:00,1,600105,2,0,1,,0,,,,,,,,1,7,1,1,2,1,3,5,5,5,3,5,,5,7,6,7,7,7,1,1,3,7,6,3,1,7,7,7,7,6,1,7,6,6,6,1,4,7,3,2,7,5,7,2,7,7,7,3,5,5,4,6,,1,,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,3,1,3,7,7,7,7,7,7,2,3,2,3,3,3,1,6,1,6,1,44,2,,39.47650146,-6.372192383,-1,1,7,7,7,7,7,85,5,4,24,84,28,-3.62683,-4.1347,-3.48085,-2.06611,-1.309315456,-1.492660703,-1.256615476,-0.745882701,0,1,0,0,0
R_eOKNC3imU5jwenr,Default Response Set,Anonymous,,,90.165.248.176,0,05MAY16:00:37:00,05MAY16:00:47:00,1,600115,2,0,1,,0,,,,,,,,1,6,1,1,1,1,4,5,5,5,1,5,,7,7,3,1,7,7,1,1,6,7,7,4,1,7,7,7,7,7,1,6,6,7,5,1,3,7,6,1,7,5,7,2,7,7,3,6,3,6,6,1,,1,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,1,1,1,1,1,1,1,5,3,4,3,40,4,,42.85479736,-2.701705933,-1,7,7,7,7,7,7,91,2,5,26,84,27,-5.71898,-3.9817,-4.3432,-2.26482,-2.064598812,-1.437426445,-1.567930917,-0.817618645,0,1,0,0,0
R_0OrmdSZM9ckBCJv,Default Response Set,Anonymous,,,90.106.247.0,0,05MAY16:01:48:00,05MAY16:01:55:00,1,600127,2,0,1,,0,,,,,,,,1,4,1,1,1,1,5,5,5,5,3,5,,5,6,3,1,4,6,1,2,4,6,5,4,3,5,6,6,6,4,4,4,4,6,6,3,4,6,4,2,6,4,6,2,0,0,8,0,8,0,0,1,,1,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,3,3,3,1,5,0,0,0,0,0,0,2,2,2,2,4,4,2,1,4,6,5,18,2,,40.41650391,-3.702606201,-1,7,7,6,5,4,5,75,8,4,16,67,22,-4.77781,-4.50709,-4.5005,-1.44851,-1.724828702,-1.627096555,-1.624717511,-0.522924022,0,1,0,0,0
R_80QM6PTjtcHR8RT,Default Response Set,Anonymous,,,90.71.128.234,0,05MAY16:02:36:00,05MAY16:02:51:00,1,600135,2,0,1,,0,,,,,,,,1,5,1,1,2,1,5,5,5,5,3,5,,6,6,3,4,0,5,4,3,5,5,5,5,4,5,4,4,5,5,2,5,6,5,7,4,3,6,4,5,4,5,6,2,6,4,5,3,4,5,4,1,,1,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,1,1,1,1,5,0,0,0,0,0,0,5,6,5,5,6,6,2,6,1,4,3,28,2,,40.41720581,-3.684005737,-1,4,4,5,4,6,4,61,5,5,24,74,22,-1.83173,0.174575,-2.53164,-0.0480629,-0.661269594,0.063023011,-0.91394286,-0.017351102,0,1,0,0,0
R_7POFmludCVbqAO9,Default Response Set,Anonymous,,,193.144.97.42,0,05MAY16:02:54:00,05MAY16:03:03:00,1,600141,2,0,1,1,0,,,,,,,,0,7,1,1,1,1,2,2,5,5,2,5,,5,5,3,1,4,5,1,2,6,7,6,4,2,6,7,7,6,4,2,5,5,5,4,2,2,7,4,4,7,4,6,2,5,5,4,6,4,4,2,1,,1,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3,3,3,3,1,3,7,7,7,7,7,7,3,3,3,3,3,3,2,1,2,2,1,45,1,,42.88000488,-8.544799805,-1,7,7,6,6,6,6,85,2,6,18,72,21,-4.59189,-3.70635,-3.62705,-1.37676,-1.657710053,-1.33802283,-1.309394878,-0.497021682,0,1,0,0,0
R_a9kITHsTjxPVe2V,Default Response Set,Anonymous,,,85.50.250.1,0,05MAY16:03:25:00,05MAY16:03:37:00,1,600147,2,0,1,,0,,,,,,,,1,8,1,1,1,1,3,5,5,5,2,5,,6,7,5,5,7,7,2,4,4,5,6,1,3,5,4,3,7,4,1,6,7,7,7,2,4,6,2,1,6,4,4,2,2,7,7,5,7,5,3,1,,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,4,3,3,3,2,2,1,5,2,2,1,54,2,,39.46980286,-0.37739563,-1,3,6,4,5,7,6,64,3,4,19,82,25,-6.20688,-0.811338,-4.31184,0.326404,-2.240734724,-0.29289969,-1.5566097,0.117834528,0,1,0,0,0
R_a9OhGFzQGuqaDfD,Default Response Set,Anonymous,,,83.59.6.249,0,05MAY16:04:34:00,05MAY16:04:58:00,1,600162,2,0,1,,0,,,,,,,,1,4,2,1,1,1,2,5,5,5,2,5,,4,5,5,3,5,5,3,3,4,5,5,3,4,5,4,5,5,5,3,5,4,5,6,5,3,5,3,6,5,5,5,2,5,5,3,5,3,5,5,1,,1,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,1,1,1,1,2,1,2,1,2,1,0,17,5,,37.38240051,-5.976104736,-1,5,5,5,4,5,3,61,3,5,23,67,24,-4.45513,-0.21557,-2.76071,0.650219,-1.608338568,-0.077822543,-0.996639013,0.234734406,0,1,0,0,0
R_2gDw9bAFJk3CSyx,Default Response Set,Anonymous,,,88.12.177.5,0,05MAY16:05:57:00,05MAY16:06:07:00,1,600170,1,1,1,,0,,,,,,,,1,7,1,1,1,1,2,5,5,5,1,5,,6,7,3,1,2,7,1,2,2,7,6,4,1,6,7,7,7,2,1,5,7,6,5,1,3,7,4,2,7,4,7,2,6,6,5,2,4,6,5,1,,1,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,1,1,1,1,1,1,1,5,7,6,1,46,4,,37.38240051,-5.976104736,-1,7,7,6,7,7,7,89,6,5,24,78,20,-4.20596,-1.77345,-2.85774,-2.38543,-1.518386149,-0.640230034,-1.031667641,-0.861159847,0,1,0,0,0
R_d0iYbPFjelYZ4d7,Default Response Set,Anonymous,,,92.176.236.253,0,05MAY16:06:09:00,05MAY16:06:23:00,1,600172,2,0,1,,0,,,,,,,,1,8,1,1,1,1,2,5,5,5,3,5,,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,6,4,4,3,5,4,7,4,4,4,4,3,4,2,4,2,4,5,4,4,4,5,4,1,,1,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3,3,2,3,3,5,0,0,0,0,0,0,4,4,4,4,4,4,2,5,1,2,1,56,2,,40.41650391,-3.702606201,-1,4,4,4,4,4,4,52,4,4,21,63,20,-4.36879,-4.7937,-3.80514,-1.30941,-1.577169118,-1.730565122,-1.373686833,-0.472707778,0,1,0,0,0
R_1NumHtQ9JoL6l2B,Default Response Set,Anonymous,,,83.54.231.146,0,05MAY16:06:33:00,05MAY16:06:54:00,1,600176,2,0,1,,0,,,,,,,,1,8,1,1,1,1,1,5,5,5,3,5,,6,7,2,6,5,3,4,4,4,4,4,1,6,1,5,4,1,6,5,5,6,7,6,6,3,5,1,1,5,2,5,2,6,7,3,6,2,6,6,5,,1,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,1,1,4,2,2,2,2,2,2,1,1,1,1,1,1,1,5,4,3,1,57,4,,40.41650391,-3.702606201,-1,2,4,4,2,3,2,46,2,5,25,60,19,-1.92406,-0.846734,-2.62689,1.21364,-0.694601483,-0.305677937,-0.948328893,0.438134021,0,1,0,0,0
R_1HScJ3y2oT9IEiF,Default Response Set,Anonymous,,,83.41.17.101,0,05MAY16:08:26:00,05MAY16:08:33:00,1,600186,2,0,1,,0,,,,,,,,1,8,1,1,1,1,5,5,5,5,2,5,,7,7,3,1,2,7,1,1,4,7,7,4,2,5,7,7,7,7,1,4,7,7,7,4,2,7,4,1,7,1,7,2,4,7,5,1,3,7,7,1,,1,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,1,3,1,5,0,0,0,0,0,0,1,1,1,1,1,4,1,5,6,2,1,61,2,,28.09970093,-15.41340637,-1,7,7,7,6,7,4,85,7,6,34,80,18,-1.77969,-2.05239,-5.071,0.237537,-0.642482726,-0.740929668,-1.830672703,0.08575281,0,1,0,0,0
R_3yKtQPXdsdjUM9T,Default Response Set,Anonymous,,,90.74.223.133,0,05MAY16:11:50:00,05MAY16:11:58:00,1,600197,2,0,1,,1,,,,,,,,0,6,2,2,1,1,3,5,5,5,3,5,,5,7,4,3,4,3,3,5,4,5,5,5,5,5,6,6,6,5,4,6,7,6,7,2,2,5,1,2,6,4,6,2,4,6,4,5,2,6,4,1,,3,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,3,4,4,4,4,4,1,1,5,3,2,39,4,,39.46980286,-0.37739563,-1,5,5,3,3,4,6,65,3,6,24,66,26,-4.66504,-5.70853,-3.72023,-0.394947,-1.684117804,-2.060826276,-1.343033624,-0.142579115,0,1,0,0,0
R_9B4WwghCUxvG4g5,Default Response Set,Anonymous,,,85.54.215.109,0,05MAY16:12:27:00,05MAY16:12:40:00,1,600201,2,0,1,,0,,,,,,,,1,8,1,1,1,2,2,5,5,5,3,5,,5,5,3,4,1,5,3,4,5,4,5,4,5,4,6,4,6,5,4,4,6,5,7,4,3,5,3,3,5,3,3,2,4,6,4,3,3,6,6,1,,1,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,4,4,4,5,4,4,3,2,2,2,2,2,2,1,5,3,4,1,52,2,,40.41650391,-3.702606201,-1,4,5,4,3,4,4,55,5,5,27,68,19,-6.08727,-0.132257,-2.41307,0.930067,-2.19755453,-0.047745865,-0.871138115,0.335761836,0,1,0,0,0
R_cx8iKPWBF1gcwnz,Default Response Set,Anonymous,,,37.132.169.193,0,05MAY16:15:26:00,05MAY16:15:34:00,1,600211,2,0,1,,0,,,,,,,,1,6,1,1,1,2,4,5,5,5,3,5,,6,6,3,4,4,6,2,4,5,5,6,3,4,5,5,5,6,5,4,4,5,4,6,4,3,5,3,2,5,4,5,2,6,6,6,4,4,5,4,1,,3,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,3,1,2,5,0,0,0,0,0,0,3,3,4,3,4,3,2,2,2,4,1,35,2,,40.54429626,-3.615905762,-1,4,6,4,4,4,4,61,4,5,23,74,21,-6.91114,4.17931,-0.483282,-0.804687,-2.494978376,1.50876528,-0.174468776,-0.290498625,0,1,0,0,0
R_6RtOWGVehSaCTM9,Default Response Set,Anonymous,,,2.139.149.105,0,05MAY16:15:25:00,05MAY16:15:36:00,1,600210,2,0,1,,0,,,,,,,,1,8,2,1,2,1,3,5,5,5,3,5,,4,4,3,3,5,3,3,5,4,4,4,3,5,5,4,5,5,4,3,5,4,5,5,3,3,5,4,4,4,5,5,2,5,4,4,5,4,5,5,1,,1,,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,6,6,6,6,6,6,4,4,4,4,4,4,1,5,5,3,1,52,2,,40.41650391,-3.702606201,-1,5,5,3,3,5,5,58,3,5,22,61,23,-5.10545,-4.74535,-4.54,-0.77654,-1.843109436,-1.713110375,-1.638977336,-0.280337326,0,1,0,0,0
R_1G2XAgrr0b7Tgqh,Default Response Set,Anonymous,,,47.61.8.214,0,05MAY16:16:16:00,05MAY16:16:23:00,1,600249,2,0,1,,0,,,,,,,,1,6,1,1,2,1,3,5,5,5,3,5,,1,1,6,2,5,7,1,1,2,1,7,4,1,1,7,1,3,5,1,6,7,6,7,1,3,6,2,2,6,5,6,2,6,6,5,5,5,3,4,1,,2,,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,2,2,2,2,2,2,1,1,4,4,3,37,2,,43.30740356,-3.0572052,-1,6,7,7,7,7,7,69,3,5,20,66,27,-5.6163,-0.429014,-2.81374,0.463256,-2.027530487,-0.154877582,-1.01578328,0.167239226,0,1,0,0,0
R_5i1DhjceKtYsSEJ,Default Response Set,Anonymous,,,90.94.210.103,0,05MAY16:16:14:00,05MAY16:16:23:00,1,600231,2,0,1,,0,,,,,,,,1,5,1,1,1,3,5,5,5,5,3,5,,6,6,5,1,4,5,1,1,5,7,7,1,1,7,7,7,6,4,1,4,6,6,5,1,3,7,4,2,7,3,6,2,5,4,4,3,4,5,5,1,,3,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,2,2,1,5,0,0,0,0,0,0,4,4,4,4,3,3,1,1,2,3,2,28,4,,40.41720581,-3.684005737,-1,7,7,7,7,7,7,90,5,5,24,75,17,-2.1739,-3.19601,-2.35586,1.00395,-0.784795778,-1.153785893,-0.850484834,0.362434206,0,1,0,0,0
R_3Jhu05qucUFYHcN,Default Response Set,Anonymous,,,89.128.52.183,0,05MAY16:16:19:00,05MAY16:16:27:00,1,600270,2,0,1,,0,,,,,,,,1,5,2,1,2,1,2,5,5,5,4,5,,7,7,3,2,7,7,0,1,5,7,7,6,1,6,7,7,7,6,2,7,7,7,7,1,5,7,7,2,7,7,7,2,7,7,7,2,6,4,4,1,,3,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,1,2,2,2,4,4,2,6,2,2,1,21,2,,42.33670044,-7.864105225,-1,6,8,7,7,6,7,89,6,3,23,93,34,-4.29052,-5.37934,-4.14495,-0.328947,-1.548913004,-1.941985978,-1.496361037,-0.118752572,0,1,0,0,0
R_01ZEb7Q3gbfZjx3,Default Response Set,Anonymous,,,83.60.11.190,0,05MAY16:16:14:00,05MAY16:16:27:00,1,600225,2,0,1,,0,,,,,,,,1,6,1,2,1,1,2,5,5,5,4,5,,6,7,5,3,1,7,2,2,6,6,6,4,4,5,6,6,7,3,3,7,7,6,7,1,5,6,4,1,4,5,4,2,7,6,7,4,5,5,3,6,,1,,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,3,1,5,0,0,0,0,0,0,2,2,2,2,3,2,2,3,2,2,1,33,2,,41.98309326,2.824905396,-1,5,6,6,4,5,7,70,4,3,18,87,24,-3.63352,-3.64403,-3.31995,-1.55339,-1.311730601,-1.315524798,-1.198529252,-0.560786565,0,1,0,0,0
R_7Up50elaFXHBz6d,Default Response Set,Anonymous,,,90.75.156.161,0,05MAY16:16:18:00,05MAY16:16:28:00,1,600265,2,0,1,,0,,,,,1,,,0,2,1,1,1,1,1,5,5,5,1,5,,5,7,7,5,6,7,4,3,3,5,6,5,5,3,5,4,7,6,5,5,3,5,7,7,1,5,5,3,5,6,7,2,7,5,5,3,4,6,4,1,,1,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,2,2,5,0,0,0,0,0,0,2,1,1,1,1,1,1,4,4,4,2,3,2,,41.65609741,-0.877304077,-1,3,4,5,3,3,1,53,5,7,28,79,29,0.833545,-1.9014,-0.237624,0.390062,0.3009166,-0.686421037,-0.085784218,0.14081559,0,1,0,0,0
